,attraction_name,category,rating,reviews,categories,address,city
6695,Abraham Lincoln Mural,Tourist attraction,4.6,21,Tourist attraction,"Abraham Lincoln Mural, 247 Water St, Lexington, KY 40507",Lexington
6696,The Kentucky River Overlook,Tourist attraction,5,8,Tourist attraction,"The Kentucky River Overlook, Lexington, KY 40515",Lexington
6697,Louis Armstrong Mural,Tourist attraction,5,6,Tourist attraction,"Louis Armstrong Mural, 185 Elm Tree Ln, Lexington, KY 40507",Lexington
6698,Historic Downtown Walking Tour,Tourist attraction,5,3,Tourist attraction,"Historic Downtown Walking Tour, 201 N Mill St, Lexington, KY 40507",Lexington
6699,Spencer Reinhard mural,Tourist attraction,3,1,Tourist attraction,"Spencer Reinhard mural, 112 E Vine St, Lexington, KY 40507",Lexington
6700,Broadway at the Beach,Shopping mall,4.6,60339,"Shopping mall, Tourist attraction","Broadway at the Beach, 1325 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6701,Ripley's Aquarium of Myrtle Beach,Aquarium,4.4,19232,Aquarium,"Ripley's Aquarium of Myrtle Beach, 1110 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6702,Barefoot Landing,Shopping mall,4.6,14410,"Shopping mall, Restaurant","Barefoot Landing, 4898 Hwy 17 S, North Myrtle Beach, SC 29582",Myrtle-beach
6703,SkyWheel Myrtle Beach,Amusement park ride,4.6,14173,"Amusement park ride, Ferris wheel, Tourist attraction","SkyWheel Myrtle Beach, 1110 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6704,Pirates Voyage Dinner & Show,Dinner theater,4.7,12811,Dinner theater,"Pirates Voyage Dinner & Show, 8907 N Kings Hwy, Myrtle Beach, SC 29572",Myrtle-beach
6705,Medieval Times Dinner & Tournament,Dinner theater,4.7,8291,"Dinner theater, Childrens theater, Event venue, Family restaurant, Performing arts theater, Tourist attraction","Medieval Times Dinner & Tournament, 2904 Fantasy Way, Myrtle Beach, SC 29579",Myrtle-beach
6706,Huntington Beach State Park,State park,4.8,7649,"State park, Museum, Tourist attraction","Huntington Beach State Park, 16148 Ocean Hwy, Murrells Inlet, SC 29576",Myrtle-beach
6707,Family Kingdom Amusement Park,Amusement park,4.3,6799,"Amusement park, Theme park, Tourist attraction","Family Kingdom Amusement Park, 300 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6708,WonderWorks Myrtle Beach,Amusement park,4.5,6696,"Amusement park, Laser tag center, Tourist attraction","WonderWorks Myrtle Beach, 1313 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6709,Myrtle Beach State Park,State park,4.7,6688,"State park, Hiking area, Tourist attraction","Myrtle Beach State Park, 4401 S Kings Hwy, Myrtle Beach, SC 29575",Myrtle-beach
6710,Hollywood Wax Museum,Tourist attraction,4.6,6073,"Tourist attraction, Amusement center, Amusement park, Museum, Wax museum","Hollywood Wax Museum, 1808 21st Ave N unit a, Myrtle Beach, SC 29577",Myrtle-beach
6711,Ripley's Believe It or Not!,Tourist attraction,4.2,5981,Tourist attraction,"Ripley's Believe It or Not!, 901 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6712,Brookgreen Gardens,Botanical garden,4.8,5532,"Botanical garden, Art museum, Garden, Historical landmark, Tourist attraction, Zoo","Brookgreen Gardens, Murrells Inlet, SC 29576",Myrtle-beach
6713,Broadway Grand Prix,Go-kart track,4.3,5211,"Go-kart track, Amusement center, Tourist attraction","Broadway Grand Prix, 1820 21st Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6714,Mt. Atlanticus Minotaur Golf,Miniature golf course,4.6,4384,"Miniature golf course, Tourist attraction","Mt. Atlanticus Minotaur Golf, 707 N Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6715,Oceanfront Helicopters,Helicopter tour agency,4.6,4317,"Helicopter tour agency, Tourist attraction","Oceanfront Helicopters, 3000 S Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6716,Alligator Adventure,Zoo,4.6,4093,"Zoo, Tourist attraction","Alligator Adventure, 4604 Hwy 17 S, North Myrtle Beach, SC 29582",Myrtle-beach
6717,The Bowery,Live music bar,4.5,3785,"Live music bar, Bar & grill, Night club, Pub, Restaurant, Tourist attraction","The Bowery, 110 9th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6718,Captain Hook's Adventure Golf,Miniature golf course,4.7,3215,"Miniature golf course, Tourist attraction","Captain Hook's Adventure Golf, 2205 N Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6719,Myrtle Waves Water Park,Water park,4.2,2771,"Water park, Amusement park, Tourist attraction","Myrtle Waves Water Park, 3000 Mr. Joe White Ave, Myrtle Beach, SC 29577",Myrtle-beach
6720,The Murrells Inlet Marsh Walk,Scenic spot,4.7,2469,"Scenic spot, Tourist attraction","The Murrells Inlet Marsh Walk, 4025 Hwy 17 Business, 4065 US-17 BUS, Murrells Inlet, SC 29576",Myrtle-beach
6721,Savannah's Playground,Playground,4.9,2296,"Playground, Tourist attraction","Savannah's Playground, 3600-3640 Emmens Ave, Myrtle Beach, SC 29577",Myrtle-beach
6722,Fun Warehouse,Amusement center,4.4,2289,"Amusement center, Go-kart track, Indoor playground, Laser tag center, Roller skating rink, Skate shop, Tourist attraction, Video arcade","Fun Warehouse, 2349 Dick Pond Rd, Myrtle Beach, SC 29575",Myrtle-beach
6723,Apache Pier,Tourist attraction,4.5,2215,Tourist attraction,"Apache Pier, Myrtle Beach, SC 29572",Myrtle-beach
6724,Atalaya Castle,Castle,4.7,1729,"Castle, Historical landmark, Tourist attraction","Atalaya Castle, Atalaya Rd, Murrells Inlet, SC 29576",Myrtle-beach
6725,Cancun Lagoon Adventure Golf,Miniature golf course,4.4,1454,"Miniature golf course, Tourist attraction","Cancun Lagoon Adventure Golf, 2101 S Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6726,Jurassic Mini Golf,Miniature golf course,4.4,1446,"Miniature golf course, Tourist attraction","Jurassic Mini Golf, 2900 S Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6727,RigaTony's Murder Mystery Dinner Show,Dinner theater,4.6,1284,Dinner theater,"RigaTony's Murder Mystery Dinner Show, 1329 N Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6728,The Escape Game Myrtle Beach,Escape room center,5,1119,"Escape room center, Amusement center, Corporate entertainment service, Leisure centre, Tourist attraction","The Escape Game Myrtle Beach, 1138 Celebrity Cir Suite 323, Myrtle Beach, SC 29577",Myrtle-beach
6729,Myrtle Beach Pelicans,Baseball club,4.8,1115,"Baseball club, Caterer, Event venue, Live music venue, Sports complex, Tourist attraction, Wedding venue","Myrtle Beach Pelicans, 1251 21st Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6730,Wheels of Yesteryear,Museum,4.7,1105,"Museum, Tourist attraction","Wheels of Yesteryear, 413 Hospitality Ln, Myrtle Beach, SC 29579",Myrtle-beach
6731,Myrtle Beach Safari (by reservation only),Wildlife and safari park,3,1062,"Wildlife and safari park, Tourist attraction","Myrtle Beach Safari (by reservation only), 851 Folly Ranch Ln, Myrtle Beach, SC 29588",Myrtle-beach
6732,McLean Park,Park,4.6,1056,"Park, Athletic field, Picnic ground, Tennis court, Tourist attraction","McLean Park, 93 Oak Dr, North Myrtle Beach, SC 29582",Myrtle-beach
6733,Surfside Beach Fishing Pier,Fishing pier,4.4,1048,"Fishing pier, Tourist attraction","Surfside Beach Fishing Pier, 11 Ocean Blvd S, Surfside Beach, SC 29575",Myrtle-beach
6734,Polynesian Fire Luau & Fire Show,Dinner theater,4.7,949,Dinner theater,"Polynesian Fire Luau & Fire Show, 6803 N Ocean Blvd, Myrtle Beach, SC 29572",Myrtle-beach
6735,GTS Theatre,Performing arts theater,4.6,892,"Performing arts theater, Live music venue, Tour operator, Tourist attraction","GTS Theatre, 1220 Port Dr, Myrtle Beach, SC 29577",Myrtle-beach
6736,Ripley's Moving Theater,Tourist attraction,3.6,833,Tourist attraction,"Ripley's Moving Theater, 917 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6737,Pavilion,Amusement park,4.3,772,"Amusement park, Amusement center, Amusement park ride","Pavilion, 1325 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6738,Dinopark,Tourist attraction,3.6,759,Tourist attraction,"Dinopark, 1112 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6739,Jungle Safari Golf,Miniature golf course,4.5,736,"Miniature golf course, Tourist attraction","Jungle Safari Golf, 7101 N Kings Hwy, Myrtle Beach, SC 29572",Myrtle-beach
6740,Shipwreck Island Adventure Golf,Miniature golf course,4.6,694,"Miniature golf course, Tourist attraction","Shipwreck Island Adventure Golf, 3301 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6741,Springmaid Pier,Fishing pier,4.5,677,"Fishing pier, Bait shop, Fishing area, Tourist attraction","Springmaid Pier, 3200 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6742,Myrtle Beach Room Escape Games,Amusement center,4.3,673,"Amusement center, Amusement park, Recreation center, Tourist attraction","Myrtle Beach Room Escape Games, 316 9th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6743,Waccamaw River Tours,Boat tour agency,4.8,570,"Boat tour agency, Entertainment agency, Nature preserve, Tourist attraction, Wildlife park","Waccamaw River Tours, 8496 Enterprise Rd, Myrtle Beach, SC 29588",Myrtle-beach
6744,Franklin G. Burroughs-Simeon B. Chapin Art Museum,Art museum,4.7,545,"Art museum, Art gallery, Tourist attraction","Franklin G. Burroughs-Simeon B. Chapin Art Museum, 3100 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6745,Soar + Explore,Amusement park,4.5,529,"Amusement park, Tourist attraction","Soar + Explore, 1313 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6746,Myrtle Beach Pinball Museum,Video arcade,4.9,436,Video arcade,"Myrtle Beach Pinball Museum, 607 27th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6747,Ripley's Haunted Adventure,Tourist attraction,3.1,427,Tourist attraction,"Ripley's Haunted Adventure, 915 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6748,Free Fall Thrill Park,Amusement center,4.5,382,"Amusement center, Tourist attraction","Free Fall Thrill Park, 1201 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6749,Cherry Grove Oceanfront Park,Park,4.7,355,"Park, Picnic ground, Tourist attraction","Cherry Grove Oceanfront Park, 2108 N Ocean Blvd, North Myrtle Beach, SC 29582",Myrtle-beach
6750,Ripley's Mirror Maze,Tourist attraction,3.5,324,Tourist attraction,"Ripley's Mirror Maze, 913 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6751,Nightmare Haunted House,Haunted house,4.4,314,"Haunted house, Tourist attraction","Nightmare Haunted House, 1001 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6752,The Funplex Myrtle Beach,Amusement park,4.1,273,"Amusement park, Bar & grill","The Funplex Myrtle Beach, 1405 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6753,Beach Rider Jet Boat,Tourist attraction,4.6,267,Tourist attraction,"Beach Rider Jet Boat, 1325 Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6754,Myrtle Beach Segway,Sightseeing tour agency,4.9,135,"Sightseeing tour agency, Store, Tour operator","Myrtle Beach Segway, 2922 Howard Ave, Myrtle Beach, SC 29577",Myrtle-beach
6755,Pavilion Park,Park,4.4,129,"Park, Tourist attraction","Pavilion Park, 205 9th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6756,Ripley's Crazy Golf,Tourist attraction,4.4,114,Tourist attraction,"Ripley's Crazy Golf, 915 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6757,Outbreak - Dread the Undead,Tourist attraction,4.4,73,"Tourist attraction, Amusement center, Amusement park, Haunted house","Outbreak - Dread the Undead, 1808 21st Ave N unit b, Myrtle Beach, SC 29577",Myrtle-beach
6758,Hannah's Maze of Mirrors,Tourist attraction,4.3,52,"Tourist attraction, Amusement center, Amusement park","Hannah's Maze of Mirrors, 1808 21st Ave N Unit C, Myrtle Beach, SC 29577",Myrtle-beach
6759,Day Trips to Charleston,Bus tour agency,4.2,49,Bus tour agency,"Day Trips to Charleston, 1490 C Turkey Ridge Rd, Surfside Beach, SC 29575",Myrtle-beach
6760,Myrtle Beach Shark Tooth Adventures,Tourist attraction,4.9,29,Tourist attraction,"Myrtle Beach Shark Tooth Adventures, 1903 Hwy 17 S, North Myrtle Beach, SC 29582",Myrtle-beach
6761,Myrtle Beach Welcome Center,Chamber of Commerce,4,24,"Chamber of Commerce, Tourist information center, Visitor center","Myrtle Beach Welcome Center, 1200 N Oak St, Myrtle Beach, SC 29577",Myrtle-beach
6762,Myrtle Beach History Tours,Tour operator,4.8,10,Tour operator,"Myrtle Beach History Tours, Tours Meet In Front of The Grand 14 at The Market Common ...beside the airport...GET TICKETS at CarolinaLimo .com/tours, 4002 Deville St, Myrtle Beach, SC 29577",Myrtle-beach
6763,Apache Pier,Tourist attraction,4.2,5,Tourist attraction,"Apache Pier, 9700 Kings Rd, Myrtle Beach, SC 29572",Myrtle-beach
6764,Myrtle Beach Sandcastle,Tourist attraction,5,3,Tourist attraction,"Myrtle Beach Sandcastle, 991, Myrtle Beach Boardwalk and Promenade, Myrtle Beach, SC",Myrtle-beach
6765,Boardwalk Turtles,Tourist attraction,5,3,Tourist attraction,"Boardwalk Turtles, 100 9th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6766,Charleston Adventures,Tour operator,,,Tour operator,"Charleston Adventures, 100 Coastal Grand Cir, Myrtle Beach, SC 29577",Myrtle-beach
6767,MobileBrochure,Tourist information center,,,Tourist information center,"MobileBrochure, 1410 Enterprise Ave, Myrtle Beach, SC 29577",Myrtle-beach
6768,The Pier at Garden City,Tourist attraction,4.7,6550,"Tourist attraction, Bait shop, Bar, Cafe, Gift shop, Karaoke, Live music venue, Video arcade","The Pier at Garden City, 110 S Waccamaw Dr, Murrells Inlet, SC 29576",Myrtle-beach
6769,Myrtle Beach Boardwalk,Tourist attraction,4.6,1320,Tourist attraction,"Myrtle Beach Boardwalk, 2311 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6770,Myrtle Beach Boardwalk and Promenade,Tourist attraction,4.5,972,Tourist attraction,"Myrtle Beach Boardwalk and Promenade, Myrtle Beach, Myrtle Beach Boardwalk and Promenade, Myrtle Beach, SC 29577",Myrtle-beach
6771,Plyler Park,Park,4.4,559,"Park, Tourist attraction","Plyler Park, 1000 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6772,40th Ave N Surf Area - Public Beach Access,Park,4.7,555,Park,"40th Ave N Surf Area - Public Beach Access, N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6773,Chapin Memorial Park,Park,4.3,524,"Park, Tourist attraction","Chapin Memorial Park, 400 14th Ave N, Myrtle Beach, SC 29577",Myrtle-beach
6774,Valor Memorial Garden,Memorial park,4.7,455,"Memorial park, Park, Tourist attraction","Valor Memorial Garden, Myrtle Beach, SC 29577",Myrtle-beach
6775,Radical Ropes Adventure Park,Amusement center,4.5,371,"Amusement center, Tourist attraction","Radical Ropes Adventure Park, 301 19th Ave S, Myrtle Beach, SC 29577",Myrtle-beach
6776,EdVenture Myrtle Beach,Children's museum,4.1,278,"Children's museum, Museum, Tourist attraction","EdVenture Myrtle Beach, 4005 Howard Ave, Myrtle Beach, SC 29577",Myrtle-beach
6777,Pirate's Watch Adventure Golf,Miniature golf course,4.3,262,"Miniature golf course, Tourist attraction","Pirate's Watch Adventure Golf, 1500 S Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6778,Gardens By The Sea,Memorial park,4.7,239,"Memorial park, Tourist attraction","Gardens By The Sea, 5506 N Ocean Blvd #5504, Myrtle Beach, SC 29577",Myrtle-beach
6779,Grand Park,Park,4.7,200,"Park, Baseball field, Softball field, Tourist attraction","Grand Park, 1011 Crabtree Ln, Myrtle Beach, SC 29577",Myrtle-beach
6780,Cap'N Cain Miniature Golf,Miniature golf course,4.1,113,"Miniature golf course, Amusement park, Ice cream shop, Tourist attraction","Cap'N Cain Miniature Golf, 704 S Kings Hwy, Myrtle Beach, SC 29577",Myrtle-beach
6781,Myrtle Beach,Tourist attraction,4.6,110,"Tourist attraction, Entertainment agency","Myrtle Beach, 28th Ave S, Myrtle Beach, SC 29577",Myrtle-beach
6782,Myrtle Beach Pier,Tourist attraction,4.6,82,Tourist attraction,"Myrtle Beach Pier, 1306 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6783,Myrtle Beach,Amusement center,4.6,67,Amusement center,"Myrtle Beach, SC 29577",Myrtle-beach
6784,Celebrity Square,Tourist attraction,4.5,65,Tourist attraction,"Celebrity Square, Broadway at the Beach, Myrtle Beach, SC 29577",Myrtle-beach
6785,Coastal Gem Mining,Tourist attraction,4.7,35,"Tourist attraction, Children's amusement center","Coastal Gem Mining, Celebrity Cir, Myrtle Beach, SC 29577",Myrtle-beach
6786,Anderson Park,Park,4.5,29,"Park, Tourist attraction","Anderson Park, 1901 N Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6787,Broadway on the beach,Tourist attraction,4.9,19,Tourist attraction,"Broadway on the beach, 1703 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6788,Palm Fountain,Tourist attraction,4.8,13,Tourist attraction,"Palm Fountain, Myrtle Beach, SC 29577",Myrtle-beach
6789,Boardwalk,Tourist attraction,4.9,9,Tourist attraction,"Boardwalk, 107 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6790,Reed Street Fountain,Tourist attraction,3,4,Tourist attraction,"Reed Street Fountain, Myrtle Beach, SC 29577",Myrtle-beach
6791,Volcano Fountain,Tourist attraction,3.7,3,Tourist attraction,"Volcano Fountain, Myrtle Beach, SC 29577",Myrtle-beach
6792,Nevers Street Fountain,Tourist attraction,4.5,2,Tourist attraction,"Nevers Street Fountain, Myrtle Beach, SC 29577",Myrtle-beach
6793,Myrtle Beach,Tourist attraction,5,2,Tourist attraction,"Myrtle Beach, North Myrtle Beach, SC 29582",Myrtle-beach
6794,North Myrtle Beach,Tourist attraction,5,1,Tourist attraction,"North Myrtle Beach, SC 29582",Myrtle-beach
6795,Keywest Village,Tourist attraction,,,Tourist attraction,"Keywest Village, Myrtle Beach, SC 29577",Myrtle-beach
6796,splashes,Tourist attraction,,,Tourist attraction,"splashes, Parking lot, 2001 S Ocean Blvd, Myrtle Beach, SC 29577",Myrtle-beach
6797,Bellagio Hotel & Casino,Casino hotel,4.7,132169,"Casino hotel, Casino, Hotel, Resort hotel","Bellagio Hotel & Casino, 3600 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6798,Fremont Street Experience,Shopping mall,4.6,129007,"Shopping mall, Casino, Live music venue, Tourist attraction","Fremont Street Experience, Fremont St, Las Vegas, NV 89101",Las-vegas
6799,Caesars Palace,Casino hotel,4.5,124740,"Casino hotel, Casino, Hotel, Resort hotel, Tourist attraction","Caesars Palace, 3570 S Las Vegas Blvd, Paradise, NV 89109",Las-vegas
6800,Luxor Hotel & Casino,Casino hotel,4.2,93755,"Casino hotel, Casino, Resort hotel","Luxor Hotel & Casino, 3900 S Las Vegas Blvd, Las Vegas, NV 89119",Las-vegas
6801,Paris Las Vegas,Casino hotel,4.4,71846,"Casino hotel, Casino, Hotel, Tourist attraction","Paris Las Vegas, 3655 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6802,Flamingo Las Vegas,Casino hotel,4.1,66263,"Casino hotel, Casino, Hotel, Tourist attraction","Flamingo Las Vegas, 3555 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6803,Wynn Las Vegas,Casino hotel,4.7,59708,"Casino hotel, Casino, Hotel, Resort hotel, Shopping mall, Tourist attraction","Wynn Las Vegas, 3131 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6804,"The STRAT Hotel, Casino & Tower",Casino hotel,4,59447,"Casino hotel, Hotel","The STRAT Hotel, Casino & Tower, 2000 Las Vegas Blvd S, Las Vegas, NV 89104",Las-vegas
6805,Fountains of Bellagio,Scenic spot,4.8,49662,"Scenic spot, Tourist attraction","Fountains of Bellagio, 3600 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6806,Bellagio Conservatory & Botanical Gardens,Botanical garden,4.8,32875,"Botanical garden, Scenic spot, Tourist attraction","Bellagio Conservatory & Botanical Gardens, 3600 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6807,Red Rock Canyon National Conservation Area,National reserve,4.8,24050,"National reserve, Tourist attraction","Red Rock Canyon National Conservation Area, Mountain Springs, NV 89161",Las-vegas
6808,AREA15,Tourist attraction,4.4,17780,"Tourist attraction, Amusement center, Art gallery, Bar, Convention center, Live music venue, Shopping mall","AREA15, 3215 S Rancho Dr, Las Vegas, NV 89102",Las-vegas
6809,The Mob Museum,Museum,4.6,16546,"Museum, Historical landmark, History museum, Tourist attraction","The Mob Museum, 300 Stewart Ave, Las Vegas, NV 89101",Las-vegas
6810,Omega Mart,Tourist attraction,4.4,13652,"Tourist attraction, Amusement center, Art center, Art gallery, Art museum, Exhibit, Gift shop","Omega Mart, 3215 S Rancho Dr #100, Las Vegas, NV 89102",Las-vegas
6811,SAW Escape Room,Escape room center,4.9,12827,"Escape room center, Amusement center, Theme park, Tourist attraction","SAW Escape Room, 2121 S Industrial Rd Suite 101, Las Vegas, NV 89102",Las-vegas
6812,SlotZilla Zipline Las Vegas,Tourist attraction,4.4,12737,Tourist attraction,"SlotZilla Zipline Las Vegas, 425 Fremont St #160, Las Vegas, NV 89101",Las-vegas
6813,SeaQuest Las Vegas,Aquarium,4.7,11230,"Aquarium, Amusement center, Tourist attraction, Zoo","SeaQuest Las Vegas, 3528 S Maryland Pkwy Suite#340, Las Vegas, NV 89169",Las-vegas
6814,The Adventuredome Indoor Theme Park,Amusement park,4.4,10846,"Amusement park, Hotel","The Adventuredome Indoor Theme Park, 2880 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6815,Madame Tussauds Las Vegas,Tourist attraction,4.5,9146,Tourist attraction,"Madame Tussauds Las Vegas, 3377 S Las Vegas Blvd Ste. 2001, Las Vegas, NV 89109",Las-vegas
6816,Zak Bagans' The Haunted Museum,Haunted house,4.6,8920,"Haunted house, Tourist attraction","Zak Bagans' The Haunted Museum, 600 E Charleston Blvd, Las Vegas, NV 89104",Las-vegas
6817,The Escape Game Las Vegas,Escape room center,5,6768,"Escape room center, Amusement center, Corporate entertainment service, Leisure centre, Tourist attraction","The Escape Game Las Vegas, 3500 Las Vegas Blvd S Space T-11B, Las Vegas, NV 89109",Las-vegas
6818,The Las Vegas Strip,Tourist attraction,4.6,6221,Tourist attraction,"The Las Vegas Strip, S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6819,Springs Preserve,Nature preserve,4.7,5054,"Nature preserve, Art gallery, Botanical garden, Event venue, Historical landmark, Museum, Tourist attraction, Wedding venue","Springs Preserve, 333 S Valley View Blvd, Las Vegas, NV 89107",Las-vegas
6820,Gondola Rides at the Venetian,Tourist attraction,4.4,4619,Tourist attraction,"Gondola Rides at the Venetian, 3355 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6821,Discovery Children's Museum,Children's museum,4.7,4269,"Children's museum, Children's amusement center, Children's party service, Museum, Tourist attraction","Discovery Children's Museum, 360 Promenade Pl, Las Vegas, NV 89106",Las-vegas
6822,Las Vegas Mini Grand Prix Family Fun Center,Go-kart track,4.4,3783,"Go-kart track, Amusement center, Amusement park ride, Children's amusement center, Party planner, Pizza Takeout, Restaurant, Roller coaster, Tourist attraction, Video arcade","Las Vegas Mini Grand Prix Family Fun Center, 1401 N Rainbow Blvd, Las Vegas, NV 89108",Las-vegas
6823,Eiffel Tower Viewing Deck,Tourist attraction,4.6,3574,Tourist attraction,"Eiffel Tower Viewing Deck, 3655 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6824,Lorenzi Park,Park,4.3,3491,"Park, Tourist attraction","Lorenzi Park, 3333 W Washington Ave, Las Vegas, NV 89107",Las-vegas
6825,Escape Blair Witch,Escape room center,5,3464,"Escape room center, Amusement center, Theme park, Tourist attraction","Escape Blair Witch, 2121 S Industrial Rd Suite 102, Las Vegas, NV 89102",Las-vegas
6826,Museum of Illusions - Las Vegas,Museum,4.9,3335,"Museum, Art museum, Children's museum, Modern art museum, Science museum, Tourist attraction","Museum of Illusions - Las Vegas, In between The Cosmopolitan and The Shops at Crystals, 3716 S Las Vegas Blvd #1.02, Las Vegas, NV 89158",Las-vegas
6827,Titanic: The Artifact Exhibition,Exhibit,4.6,2660,"Exhibit, History museum, Tourist attraction","Titanic: The Artifact Exhibition, 3900 S Las Vegas Blvd, Las Vegas, NV 89119",Las-vegas
6828,Axehole Vegas | Axe Throwing Bar,Tourist attraction,5,2653,"Tourist attraction, Adventure sports center, Bar, Event venue, Recreation center","Axehole Vegas | Axe Throwing Bar, Located In Neonopolis, 450 Fremont St Suite 163, Las Vegas, NV 89101",Las-vegas
6829,Lake of Dreams,Tourist attraction,4.7,2362,Tourist attraction,"Lake of Dreams, 3131 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6830,Mr. Las Vegas Tours,Tour operator,4.9,2197,"Tour operator, Sightseeing tour agency, Tourist attraction","Mr. Las Vegas Tours, 1180 N Town Center Dr #100, Las Vegas, NV 89144",Las-vegas
6831,The LINQ Promenade,Shopping mall,4.6,1822,"Shopping mall, Tourist attraction","The LINQ Promenade, 3535 S Las Vegas Blvd, Las Vegas, NV 89109",Las-vegas
6832,Fly LINQ Zipline,Tourist attraction,4.4,1626,"Tourist attraction, Flight school","Fly LINQ Zipline, 3535 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6833,Las Vegas Natural History Museum,Natural history museum,4.5,1476,"Natural history museum, Archaeological museum, Education center, Museum, Research institute, Tourist attraction","Las Vegas Natural History Museum, 900 Las Vegas Blvd N, Las Vegas, NV 89101",Las-vegas
6834,Vegas Indoor Skydiving,Tourist attraction,4.8,1390,Tourist attraction,"Vegas Indoor Skydiving, 200 Convention Center Dr, Las Vegas, NV 89109",Las-vegas
6835,Mystic Falls Park,Tourist attraction,4.6,1239,"Tourist attraction, Garden","Mystic Falls Park, 5111 Boulder Hwy, Las Vegas, NV 89122",Las-vegas
6836,Illuminarium Las Vegas,Exhibit,4.1,1207,"Exhibit, Amusement center, Event venue, Museum","Illuminarium Las Vegas, 3246 W Desert Inn Rd, Las Vegas, NV 89102",Las-vegas
6837,Hollywood Cars Museum & Liberace Garage,Museum,4.2,1105,"Museum, Tourist attraction","Hollywood Cars Museum & Liberace Garage, 5115 Dean Martin Dr UNIT 905, Las Vegas, NV 89118",Las-vegas
6838,The Hunger Games: The Exhibition,Museum,4.2,917,"Museum, Amusement center, Entertainment agency, Gift shop, Novelty store","The Hunger Games: The Exhibition, 3799 Las Vegas Blvd S, Las Vegas, NV 89109",Las-vegas
6839,Flyover,Tourist attraction,4.6,891,Tourist attraction,"Flyover, 3771 Las Vegas Blvd S SUITE #150, Las Vegas, NV 89109",Las-vegas
6840,Old Las Vegas Mormon Fort State Historic Park,State park,4.6,680,"State park, Historical landmark, Tourist attraction, Visitor center","Old Las Vegas Mormon Fort State Historic Park, 500 E Washington Ave, Las Vegas, NV 89101",Las-vegas
