,attraction_name,category,rating,reviews,categories,address,city
380,City Square Park,Park,4.7,235,"Park, Tourist attraction","City Square Park, Freedom Trl, Boston, MA 02129",Boston
381,Kings Chapel Burying Ground,Cemetery,4.6,235,"Cemetery, Historical place, Tourist attraction","Kings Chapel Burying Ground, 40 Tremont St, Boston, MA 02108",Boston
382,Rings Fountain,Fountain,4.8,178,"Fountain, Tourist attraction","Rings Fountain, Atlantic Ave &, Milk St, Boston, MA 02110",Boston
383,Old Town Trolley Tours,Travel agency,4,138,Travel agency,"Old Town Trolley Tours, Boston, MA 02199",Boston
384,Soldiers and Sailors Monument,Monument,4.5,121,"Monument, Sculpture, Tourist attraction","Soldiers and Sailors Monument, 139 Tremont St, Boston, MA 02109",Boston
385,Boston Athenaeum,Library,4.4,113,"Library, Historical landmark, Museum","Boston Athenaeum, 10-1/2 Beacon St, Boston, MA 02108",Boston
386,Childrens Wharf Harborwalk,City park,4.7,112,"City park, Tourist attraction","Childrens Wharf Harborwalk, 308 Congress St, Boston, MA 02210",Boston
387,South Boston Maritime Park,Park,4.6,110,"Park, Tourist attraction","South Boston Maritime Park, 600 D St, Boston, MA 02210",Boston
388,Ramler Park,Park,4.6,102,"Park, Tourist attraction","Ramler Park, 130 Peterborough St, Boston, MA 02215",Boston
389,Gibson House Museum,Museum,4.6,101,"Museum, Tourist attraction","Gibson House Museum, 137 Beacon St, Boston, MA 02116",Boston
390,Boston Women's Memorial,Historical landmark,4.7,100,"Historical landmark, Tourist attraction","Boston Women's Memorial, 256 Commonwealth Ave, Boston, MA 02116",Boston
391,Charles Street Meeting House,Historical place,4.6,99,"Historical place, Tourist attraction","Charles Street Meeting House, 70 Charles St, Boston, MA 02114",Boston
392,The Sports Museum,Museum,4.6,74,"Museum, Non-profit organization, Tourist attraction","The Sports Museum, TD Garden, 100 Legends Way, Boston, MA 02114",Boston
393,Ether Monument,Monument,4.7,68,"Monument, Historical landmark, Tourist attraction","Ether Monument, Arlington St & Marlborough St, Boston, MA 02116",Boston
394,Black Heritage Trail,Tourist attraction,4.5,65,Tourist attraction,"Black Heritage Trail, 46 Joy St, Boston, MA 02114",Boston
395,Nichols House Museum,Museum,4.6,64,"Museum, Historical landmark, History museum, Tourist attraction","Nichols House Museum, 55 Mt Vernon St, Boston, MA 02108",Boston
396,The West End Museum,Museum,4.7,58,"Museum, History museum, Non-profit organization, Tourist attraction","The West End Museum, 150 Staniford Street Suite 7 (on, Lomasney Wy, Boston, MA 02114",Boston
397,Rose Fitzgerald Kennedy Greenway - Chinatown Park,Park,4.2,58,"Park, Playground","Rose Fitzgerald Kennedy Greenway - Chinatown Park, 34W Lincoln St, Boston, MA 02111",Boston
398,Boston Common Carousel,Amusement park ride,4.4,52,"Amusement park ride, Tourist attraction","Boston Common Carousel, 45 Beacon St, Boston, MA 02108",Boston
399,Boston Light,Historical landmark,4.9,34,"Historical landmark, Museum, Tourist attraction","Boston Light, Little Brewster Island, Boston, MA",Boston
400,Boston Sightseeing Open-Top City Sightseeing Bus,Sightseeing tour agency,4,28,"Sightseeing tour agency, Bus tour agency, Tour agency, Tour operator","Boston Sightseeing Open-Top City Sightseeing Bus, 206 Atlantic Ave, Boston, MA 02110",Boston
401,Duck Island,Tourist attraction,4.9,26,Tourist attraction,"Duck Island, Park St, Boston, MA 02108",Boston
402,Friends of the Public Garden,Park,4.7,21,"Park, Tourist attraction","Friends of the Public Garden, 69 Beacon St, Boston, MA 02108",Boston
403,The Innovation Trail,Tourist attraction,5,17,Tourist attraction,"The Innovation Trail, 30 School St, Boston, MA 02108",Boston
404,Emerald Necklace Conservancy Shattuck Visitor Center,Visitor center,4.6,14,"Visitor center, Environmental program, Tourist attraction","Emerald Necklace Conservancy Shattuck Visitor Center, 125 Fenway, Boston, MA 02115",Boston
405,The George Robert Fountain,Tourist attraction,4.5,13,Tourist attraction,"The George Robert Fountain, 16 Unity St, Boston, MA 02113",Boston
406,Wendell Phillips Statue,Sculpture,4.8,13,"Sculpture, Tourist attraction","Wendell Phillips Statue, Public Garden, Boston, MA 02116",Boston
407,Splash Fountain at Christian Science Plaza,Tourist attraction,4.7,10,Tourist attraction,"Splash Fountain at Christian Science Plaza, 177 Huntington Ave, Boston, MA 02115",Boston
408,Park Swings,Tourist attraction,5,7,Tourist attraction,"Park Swings, 204 Freedom Trl, Boston, MA 02113",Boston
409,Revolutionary Spaces,Tourist attraction,5,4,Tourist attraction,"Revolutionary Spaces, 310 Washington St, Boston, MA 02109",Boston
410,Basement Crypt of the Old North Church,Historical landmark,4.5,4,"Historical landmark, Tourist attraction","Basement Crypt of the Old North Church, Old North Church, Freedom Trl, Boston, MA 02113",Boston
411,Samuel Adams Statue,Sculpture,4.5,1635,"Sculpture, Tourist attraction","Samuel Adams Statue, Boston, MA 02109",Boston
412,Harborwalk Lookout Terrace,Tourist attraction,4.8,209,Tourist attraction,"Harborwalk Lookout Terrace, 25 Fan Pier Boulevard, Boston, MA 02210",Boston
413,Boston Waterfront,Tourist attraction,4.9,147,Tourist attraction,"Boston Waterfront, 1 Marina Park Drive, Boston, MA 02210",Boston
414,Observation Deck at Independence Wharf,Park,4.6,137,"Park, Tourist attraction","Observation Deck at Independence Wharf, 470 Atlantic Ave, Boston, MA 02210",Boston
415,Tadpole Playground,Playground,4.4,101,"Playground, Tourist attraction","Tadpole Playground, 131 Tremont St, Boston, MA 02111",Boston
416,Massport Harborwalk Park,Park,4.7,97,"Park, Tourist attraction","Massport Harborwalk Park, Boston, MA 02128",Boston
417,All Saints Way,Tourist attraction,4.6,90,Tourist attraction,"All Saints Way, Battery St, Boston, MA 02109",Boston
418,The Boston Stone,Tourist attraction,4.5,52,Tourist attraction,"The Boston Stone, Marshall St, Boston, MA 02108",Boston
419,CITGO Sign,Tourist attraction,4.6,26,Tourist attraction,"CITGO Sign, 660 Beacon St, Boston, MA 02215",Boston
420,Fan Pier Walkway,Tourist attraction,5,25,Tourist attraction,"Fan Pier Walkway, Fan Pier Boulevard, Boston, MA 02210",Boston
421,The Green Monster,Tourist attraction,5,17,Tourist attraction,"The Green Monster, 4 Jersey St, Boston, MA 02215",Boston
422,Sunflower Castle,Museum,4.1,11,"Museum, Tourist attraction","Sunflower Castle, 130 Mt Vernon St, Boston, MA 02108",Boston
423,Boston Souvenir Stand,Tourist attraction,4.7,10,Tourist attraction,"Boston Souvenir Stand, Charles St, Boston, MA 02108",Boston
424,Boston Downtown Mural,Tourist attraction,4,7,Tourist attraction,"Boston Downtown Mural, 14 Summer St, Boston, MA 02110",Boston
425,Waterboat Duck House,Tourist attraction,5,7,Tourist attraction,"Waterboat Duck House, 66 Long Wharf, Boston, MA 02110",Boston
426,Street Performers,Tourist attraction,4.1,7,Tourist attraction,"Street Performers, Boston, MA 02109",Boston
427,Kids Fountain,Tourist attraction,5,3,Tourist attraction,"Kids Fountain, 67 Beacon St, Boston, MA 02108",Boston
428,Harborwalk,Tourist attraction,4,2,Tourist attraction,"Harborwalk, Boston, MA 02128",Boston
429,Boston's Love Locks Bridge,Tourist attraction,5,1,Tourist attraction,"Boston's Love Locks Bridge, 124-118 Massachusetts Ave, Boston, MA 02115",Boston
430,Boston North Historic North End Sign,Tourist attraction,5,1,Tourist attraction,"Boston North Historic North End Sign, 221-223 Endicott St, Boston, MA 02113",Boston
431,Boston Heart and Wings Mural,Tourist attraction,4,1,Tourist attraction,"Boston Heart and Wings Mural, 65 Causeway St, Boston, MA 02114",Boston
432,Waterfront Park,Park,4.7,3348,"Park, Tourist attraction","Waterfront Park, 20 Lake St, Burlington, VT 05401",Burlington
433,"ECHO, Leahy Center for Lake Champlain",Science museum,4.6,1898,"Science museum, Exhibit, Gift shop, Tourist attraction, Toy store, Wedding venue","ECHO, Leahy Center for Lake Champlain, 1 College St, Burlington, VT 05401",Burlington
434,Battery Park,Park,4.5,933,"Park, Tourist attraction","Battery Park, Battery Park Extension, Burlington, VT 05401",Burlington
435,North Beach Park,Park,4.6,827,"Park, Public beach, Tourist attraction","North Beach Park, Burlington, VT 05401",Burlington
436,Oakledge Park,Park,4.7,813,"Park, Tourist attraction","Oakledge Park, 11 Flynn Ave, Burlington, VT 05401",Burlington
437,Spirit of Ethan Allen,Cruise agency,4.5,797,"Cruise agency, Event venue, Restaurant, Tourist attraction","Spirit of Ethan Allen, 1 College St, Burlington, VT 05401",Burlington
438,Red Rocks Park,Park,4.7,630,"Park, Tourist attraction","Red Rocks Park, 4 Central Ave, South Burlington, VT 05403",Burlington
439,Overlook Park,Park,4.7,417,"Park, Tourist attraction","Overlook Park, Parking lot, 1575 Spear St, South Burlington, VT 05403",Burlington
440,Ethan Allen Park,Park,4.6,345,"Park, Tourist attraction","Ethan Allen Park, 1006 North Ave, Burlington, VT 05408",Burlington
441,Ethan Allen Homestead Museum and Historic Site,Museum,4.5,272,"Museum, Heritage museum, Historical landmark, Historical place museum, History museum, Local history museum, Non-profit organization, Tourist attraction, Visitor center","Ethan Allen Homestead Museum and Historic Site, 1 Ethan Allen Homestead, Burlington, VT 05408",Burlington
442,Oakledge Park - Forever Young Treehouse,Park,4.7,185,Park,"Oakledge Park - Forever Young Treehouse, Oakledge Pk, Burlington, VT 05401",Burlington
443,Fleming Museum of Art,Art museum,4.5,116,"Art museum, Tourist attraction","Fleming Museum of Art, 61 Colchester Ave, Burlington, VT 05405",Burlington
444,Burlington Earth Clock,Tourist attraction,4.6,115,"Tourist attraction, Professional services","Burlington Earth Clock, 35 Island Line Trail, Burlington, VT 05401",Burlington
445,Ethan Allen Tower,Historical landmark,4.6,102,"Historical landmark, Tourist attraction","Ethan Allen Tower, 1006 North Ave, Burlington, VT 05408",Burlington
446,Frog Hollow Vermont State Craft Center,Art gallery,4.3,97,"Art gallery, Art center, Art museum, Arts organization, Tourist attraction","Frog Hollow Vermont State Craft Center, 85 Church St, Burlington, VT 05401",Burlington
447,Winooski Gorge Park,Park,4.2,90,"Park, Tourist attraction","Winooski Gorge Park, Winooski Valley Park District, Ethan Allen Homestead, Burlington, VT 05408",Burlington
448,Burlington Trolley Tours LLC,Sightseeing tour agency,4.8,41,Sightseeing tour agency,"Burlington Trolley Tours LLC, 1 Steele St Suite 118, Burlington, VT 05401",Burlington
449,Waterfront Park,Park,4.9,39,Park,"Waterfront Park, 10 College St, Burlington, VT 05401",Burlington
450,Green Mountain Railroad,Railway services,4.3,35,"Railway services, Event venue, Restaurant, Tourist attraction","Green Mountain Railroad, 1 Railway Ln, Burlington, VT 05401",Burlington
451,City Center Park,Park,4.6,29,Park,"City Center Park, South Burlington, VT 05403",Burlington
452,Roundhouse Park,Park,4.8,25,"Park, Tourist attraction","Roundhouse Park, 1 Railway Ln, Burlington, VT 05401",Burlington
453,Burlington City Arts @ The BCA Center,Art center,4.5,25,"Art center, Art gallery, Art museum, Art studio, Arts organization, City government office, Tourist attraction","Burlington City Arts @ The BCA Center, 135 Church St, Burlington, VT 05401",Burlington
454,The Perkins Geology Museum,Museum,4.7,13,"Museum, Tourist attraction","The Perkins Geology Museum, 180 Colchester Ave, Burlington, VT 05401",Burlington
455,Champlain Valley Dinner Train,Tourist attraction,3.9,7,"Tourist attraction, Restaurant","Champlain Valley Dinner Train, 1 Main St, Burlington, VT 05401",Burlington
456,Oakledge Park Chimney Swift Tower,Tourist attraction,5,2,Tourist attraction,"Oakledge Park Chimney Swift Tower, 80 Austin Dr, Burlington, VT 05401",Burlington
457,World's Tallest Filing Cabinet,Tourist attraction,4.3,663,Tourist attraction,"World's Tallest Filing Cabinet, 220 Flynn Ave, Burlington, VT 05401",Burlington
458,Ethan Allen Statue,Historical landmark,4.7,13,"Historical landmark, Tourist attraction","Ethan Allen Statue, Burlington, VT 05401",Burlington
459,The Dome,Tourist attraction,4.8,11,Tourist attraction,"The Dome, 60 School St, Burlington, VT 05401",Burlington
460,William Wells Statue,Tourist attraction,3.3,3,Tourist attraction,"William Wells Statue, Burlington, VT 05401",Burlington
461,The Battery,Tourist attraction,,,Tourist attraction,"The Battery, Burlington, VT 05401",Burlington
462,New Breed Backyard,Tourist attraction,,,Tourist attraction,"New Breed Backyard, Burlington, VT 05401",Burlington
463,National Aquarium,Aquarium,4.6,28759,"Aquarium, Museum, Museum of zoology, Tourist attraction","National Aquarium, 501 E Pratt St, Baltimore, MD 21202",Baltimore
464,Oriole Park at Camden Yards,Stadium,4.7,12111,"Stadium, Baseball field, Tourist attraction","Oriole Park at Camden Yards, 333 W Camden St, Baltimore, MD 21201",Baltimore
465,Horseshoe Casino Baltimore,Casino,3.8,9789,Casino,"Horseshoe Casino Baltimore, 1525 Russell St, Baltimore, MD 21230",Baltimore
466,The Maryland Zoo in Baltimore,Zoo,4.4,7530,"Zoo, Non-profit organization, Tourist attraction","The Maryland Zoo in Baltimore, 1 Safari Pl, Baltimore, MD 21217",Baltimore
467,Fort McHenry National Monument and Historic Shrine,Historical landmark,4.8,5833,"Historical landmark, Hiking area, Historical place, Monument, Picnic ground, Tourist attraction","Fort McHenry National Monument and Historic Shrine, 2400 E Fort Ave, Baltimore, MD 21230",Baltimore
468,The Walters Art Museum,Art museum,4.8,3269,"Art museum, Non-profit organization, Tourist attraction","The Walters Art Museum, Baltimore, MD 21201",Baltimore
469,Port Discovery Children's Museum,Children's museum,4.5,2945,"Children's museum, Non-profit organization, Tourist attraction","Port Discovery Children's Museum, 35 Market Pl, Baltimore, MD 21202",Baltimore
470,American Visionary Art Museum,Art museum,4.7,2788,"Art museum, Museum, Tourist attraction, Wedding venue","American Visionary Art Museum, 800 Key Hwy, Baltimore, MD 21230",Baltimore
471,B&O Railroad Museum,Rail museum,4.6,2782,"Rail museum, Museum, Tourist attraction","B&O Railroad Museum, 901 W Pratt St, Baltimore, MD 21223",Baltimore
472,Federal Hill Park,Park,4.7,2753,"Park, Tourist attraction","Federal Hill Park, 300 Warren Ave, Baltimore, MD 21230",Baltimore
473,Canton Waterfront Park,City park,4.6,2575,"City park, Boat ramp, Park, Tourist attraction","Canton Waterfront Park, 3001 Boston St, Baltimore, MD 21224",Baltimore
474,Baltimore Museum of Art,Art museum,4.7,2309,Art museum,"Baltimore Museum of Art, 10 Art Museum Dr, Baltimore, MD 21218",Baltimore
475,Edgar Allan Poe's Grave,Historical landmark,4.6,1596,"Historical landmark, Tourist attraction","Edgar Allan Poe's Grave, 515 W Fayette St, Baltimore, MD 21201",Baltimore
476,Cylburn Arboretum,Arboretum,4.7,1299,"Arboretum, Non-profit organization, Park, Tourist attraction","Cylburn Arboretum, 4915 Greenspring Ave, Baltimore, MD 21209",Baltimore
477,Baltimore Museum of Industry,Museum,4.7,1273,"Museum, Heritage museum, Non-profit organization, Tourist attraction","Baltimore Museum of Industry, 1415 Key Hwy, Baltimore, MD 21230",Baltimore
478,Historic Ships in Baltimore,Maritime museum,4.7,989,"Maritime museum, History museum, Tourist attraction","Historic Ships in Baltimore, 301 E Pratt St, Baltimore, MD 21202",Baltimore
479,Washington Monument,Historical landmark,4.6,977,"Historical landmark, Monument, Park, Tourist attraction","Washington Monument, 699 Washington Pl, Baltimore, MD 21201",Baltimore
480,Edgar Allan Poe House & Museum,Museum,4.4,904,"Museum, Historical landmark, Tourist attraction","Edgar Allan Poe House & Museum, 203 N Amity St, Baltimore, MD 21223",Baltimore
481,Carroll Park,Park,4.2,888,"Park, Tourist attraction","Carroll Park, 1500 Washington Blvd, Baltimore, MD 21230",Baltimore
482,Maryland Science Center,Science museum,4.4,818,"Science museum, Children's museum, Education center, Educational institution, Planetarium, Summer camp, Tourist attraction","Maryland Science Center, 601 Light St, Baltimore, MD 21230",Baltimore
483,The Observatory at Patterson Park,Tourist attraction,4.7,711,"Tourist attraction, Monument","The Observatory at Patterson Park, E Lombard St, Baltimore, MD 21224",Baltimore
484,Baltimore Visitor Center,Tourist information center,4.5,630,Tourist information center,"Baltimore Visitor Center, 401 Light St, Baltimore, MD 21202",Baltimore
485,Babe Ruth Birthplace and Museum,Historical place museum,4.5,585,"Historical place museum, Museum, Tourist attraction","Babe Ruth Birthplace and Museum, 216 Emory St, Baltimore, MD 21230",Baltimore
486,Top of the World Observation Level,Observation deck,4.6,548,"Observation deck, Tourist attraction","Top of the World Observation Level, 401 E Pratt St 27th floor, Baltimore, MD 21202",Baltimore
487,Riverside Park,Park,4.5,534,"Park, Tourist attraction","Riverside Park, 301 E Randall St, Baltimore, MD 21230",Baltimore
488,Fort Armistead Park,Park,3.9,479,"Park, Tourist attraction","Fort Armistead Park, 4000 Hawkins Point Rd, Baltimore, MD 21226",Baltimore
489,Urban Pirates,Boat tour agency,4.6,461,"Boat tour agency, Sightseeing tour agency, Tourist attraction","Urban Pirates, 911 S Ann St, Baltimore, MD 21231",Baltimore
490,Sagamore Spirit Distillery,Distillery,4.8,412,"Distillery, Gift shop, Tourist attraction","Sagamore Spirit Distillery, 301 E Cromwell St, Baltimore, MD 21230",Baltimore
491,Baltimore Ghost Tours,Tour operator,4.8,295,"Tour operator, Sightseeing tour agency, Tour agency","Baltimore Ghost Tours, 737 S Broadway, Baltimore, MD 21231",Baltimore
492,Frederick Douglass-Isaac Myers Maritime Park,Maritime museum,4.6,289,"Maritime museum, Tourist attraction, Wedding venue","Frederick Douglass-Isaac Myers Maritime Park, 1417 Thames St, Baltimore, MD 21231",Baltimore
493,St. Mary's Park,Park,4.4,253,"Park, Tourist attraction","St. Mary's Park, 601 N Paca St, Baltimore, MD 21201",Baltimore
494,Maryland Center for History and Culture,Museum,4.6,236,"Museum, Event venue, Library, Store, Tourist attraction, Wedding venue","Maryland Center for History and Culture, 610 Park Ave, Baltimore, MD 21201",Baltimore
495,USS Torsk,Museum,4.7,228,"Museum, Tourist attraction","USS Torsk, Baltimore, MD 21202",Baltimore
496,Charm City Clue Room,Escape room center,4.6,227,"Escape room center, Tourist attraction","Charm City Clue Room, Inside Power Plant Live, 6 Market Pl, Baltimore, MD 21202",Baltimore
497,Star Spangled Banner Flag House,Museum,4.6,176,"Museum, Tourist attraction","Star Spangled Banner Flag House, 844 E Pratt St, Baltimore, MD 21202",Baltimore
498,Bromo Seltzer Arts Tower,Historical place museum,4.6,172,"Historical place museum, Art gallery, Tourist attraction","Bromo Seltzer Arts Tower, 21 S Eutaw St UNIT 1002, Baltimore, MD 21201",Baltimore
499,Seven Foot Knoll Lighthouse,Scenic spot,4.5,136,"Scenic spot, Historical landmark, Tourist attraction","Seven Foot Knoll Lighthouse, Pier 5, Baltimore, MD 21202",Baltimore
500,Evergreen Museum & Library,Museum,4.7,127,"Museum, Art museum, Historical landmark, Historical place museum, History museum, Library, Local history museum, Tourist attraction, University library, Wedding venue","Evergreen Museum & Library, 4545 N Charles St, Baltimore, MD 21210",Baltimore
501,Carrie Murray Nature Center,Park,4.6,114,"Park, Tourist attraction","Carrie Murray Nature Center, 1901 Ridgetop Rd, Baltimore, MD 21207",Baltimore
502,Star-Spangled Banner National Historic Trail,Historical place,4.7,107,"Historical place, Tourist attraction","Star-Spangled Banner National Historic Trail, 2400 E Fort Ave, Baltimore, MD 21230",Baltimore
503,Rash Field,Park,4.9,103,"Park, Tourist attraction","Rash Field, 201 Key Hwy, Baltimore, MD 21230",Baltimore
504,Paddle Boats,Tourist attraction,4.2,88,Tourist attraction,"Paddle Boats, 201 E Pratt St, Baltimore, MD 21202",Baltimore
505,I Love Baltimore Personal Tours,Bus tour agency,4.9,71,"Bus tour agency, Airport shuttle service, Sightseeing tour agency, Visitor center","I Love Baltimore Personal Tours, 401 Light St, Baltimore, MD 21202",Baltimore
506,USS Constellation,Tourist attraction,4.9,36,Tourist attraction,"USS Constellation, 301 Light St, Baltimore, MD 21202",Baltimore
507,Carroll Museums,Museum,4.4,30,"Museum, Tourist attraction","Carroll Museums, 800 E Lombard St, Baltimore, MD 21202",Baltimore
508,Visit Baltimore,Tourist information center,4.4,28,"Tourist information center, Visitor center","Visit Baltimore, 400 E Pratt St 10th floor, Baltimore, MD 21202",Baltimore
509,The Greatest Street in America,Tourist attraction,4.5,17,Tourist attraction,"The Greatest Street in America, 1600-1649 Jackson St, Baltimore, MD 21230",Baltimore
510,Fell's Point,Historical society,4.5,15,"Historical society, Tourist attraction","Fell's Point, 1724 Thames St, Baltimore, MD 21231",Baltimore
511,Robert Long House,Museum,4.9,15,"Museum, Tourist attraction","Robert Long House, 812 S Ann St, Baltimore, MD 21231",Baltimore
512,Baltimore National Heritage Area,Non-profit organization,4,6,"Non-profit organization, Tour operator, Tourist attraction","Baltimore National Heritage Area, 1524 Hollins St, Baltimore, MD 21223",Baltimore
513,Baltimore Visitor Center Parking,Tourist information center,3.4,5,Tourist information center,"Baltimore Visitor Center Parking, 401 Light St, Baltimore, MD 21202",Baltimore
514,Amaranthine Museum,Art museum,3.8,4,"Art museum, Museum, Tourist attraction","Amaranthine Museum, 2010 Clipper Park Rd #102, Baltimore, MD 21211",Baltimore
515,Mount Vernon Place,Park,5,4,Park,"Mount Vernon Place, 699 Washington Pl, Baltimore, MD 21201",Baltimore
516,"Green Alley, Baltimore",Tourist attraction,4.3,3,Tourist attraction,"Green Alley, Baltimore, 2924 E Baltimore St, Baltimore, MD 21224",Baltimore
517,Baltimore Black Heritage Tours,Tourist information center,4,1,Tourist information center,"Baltimore Black Heritage Tours, Baltimore, MD 21229",Baltimore
518,Baltimore's Historic Charles Street: Maryland Scenic Byway,Scenic spot,,,"Scenic spot, Tourist attraction","Baltimore's Historic Charles Street: Maryland Scenic Byway, World Trade Center Baltimore, 401 E Pratt St Ste 2553, Baltimore, MD 21202",Baltimore
519,Broadway Pier,Historical landmark,4.6,464,"Historical landmark, Tourist attraction","Broadway Pier, 920 S Broadway, Baltimore, MD 21231",Baltimore
520,West Shore Park,Park,4.6,321,"Park, Tourist attraction","West Shore Park, 401 Light St, Baltimore, MD 21202",Baltimore
521,Holocaust Memorial,Memorial,4.3,242,"Memorial, Monument, Tourist attraction","Holocaust Memorial, 520 E Lombard St, Baltimore, MD 21202",Baltimore
522,Pierce's Park,Park,4.5,219,"Park, Tourist attraction","Pierce's Park, 701 E Pratt St, Baltimore, MD 21202",Baltimore
523,Inner Harbor,Tourist attraction,4.6,214,Tourist attraction,"Inner Harbor, 401 Light St, Baltimore, MD 21202",Baltimore
524,Baltimore Phoenix Shot Tower,Museum,4.3,69,"Museum, History museum, Tourist attraction, War museum","Baltimore Phoenix Shot Tower, 801 E Fayette St, Baltimore, MD 21201",Baltimore
525,Frank Zappa Statue,Tourist attraction,4.8,21,Tourist attraction,"Frank Zappa Statue, 3601 Eastern Ave, Baltimore, MD 21224",Baltimore
526,Baltimore Harbor,Tourist attraction,4.5,15,Tourist attraction,"Baltimore Harbor, Harborplace, Baltimore, MD 21230",Baltimore
527,Harbor Fountains,Tourist attraction,4.3,10,Tourist attraction,"Harbor Fountains, Baltimore, MD 21230",Baltimore
528,Baltimore Inner Harbor,Tourist attraction,5,3,Tourist attraction,"Baltimore Inner Harbor, 725 Aliceanna St, Baltimore, MD 21202",Baltimore
529,Mural Baltimore,Tourist attraction,4.3,3,Tourist attraction,"Mural Baltimore, 206 W Pratt St, Baltimore, MD 21201",Baltimore
530,Chimpanzee Forest,Tourist attraction,3,3,Tourist attraction,"Chimpanzee Forest, 1 Safari Pl, Baltimore, MD 21217",Baltimore
531,Inclusion Alley,Tourist attraction,5,3,Tourist attraction,"Inclusion Alley, 10 W Preston St, Baltimore, MD 21201",Baltimore
532,The submarine,Tourist attraction,3,2,Tourist attraction,"The submarine, Baltimore, MD 21202",Baltimore
533,Butterfly & Train Mural by Nether,Tourist attraction,5,2,Tourist attraction,"Butterfly & Train Mural by Nether, 515 Scott St, Baltimore, MD 21230",Baltimore
534,Baltimore Tour Guide,Sightseeing tour agency,5,1,"Sightseeing tour agency, Tourist attraction","Baltimore Tour Guide, 4603 Eastern Ave, Baltimore, MD 21224",Baltimore
535,Charles Center statues,Tourist attraction,,,Tourist attraction,"Charles Center statues, One Charles Center, 100 N Charles St, Baltimore, MD 21201",Baltimore
536,Inner Harbor,,,,,"Inner Harbor, Baltimore, MD",Baltimore
537,Utah Museum of Fine Arts,Art museum,4.6,823,"Art museum, Museum","Utah Museum of Fine Arts, 410 Campus Center Dr, Salt Lake City, UT 84112",Salt-lake-city
538,Temple Square,Historical landmark,4.7,18601,"Historical landmark, Museum, Religious organization, Tourist attraction","Temple Square, 50 North Temple, Salt Lake City, UT 84150",Salt-lake-city
539,City Creek Center,Shopping mall,4.5,15811,Shopping mall,"City Creek Center, 50 S Main St, Salt Lake City, UT 84101",Salt-lake-city
540,Liberty Park,Park,4.6,11033,"Park, Tourist attraction","Liberty Park, 600 Harvey Milk Blvd, Salt Lake City, UT 84105",Salt-lake-city
541,Natural History Museum of Utah,Natural history museum,4.8,6225,"Natural history museum, Science museum, Tourist attraction","Natural History Museum of Utah, 301 Wakara Way, Salt Lake City, UT 84108",Salt-lake-city
542,Sugar House Park,Park,4.7,5779,"Park, Tourist attraction","Sugar House Park, 1330 2100 S, Salt Lake City, UT 84106",Salt-lake-city
543,Salt Lake Utah Temple,Church of Jesus Christ of Latter-day Saints,4.8,5443,"Church of Jesus Christ of Latter-day Saints, Place of worship, Religious destination","Salt Lake Utah Temple, 50 N W Temple St, Salt Lake City, UT 84150",Salt-lake-city
544,Dave & Buster's Salt Lake City,Restaurant,4,4114,"Restaurant, Amusement center, Bar & grill, Pool hall, Video arcade","Dave & Buster's Salt Lake City, 140 S Rio Grande St, Salt Lake City, UT 84101",Salt-lake-city
545,Tracy Aviary & Botanical Gardens,Zoo,4.7,4069,"Zoo, Bird watching area, Non-profit organization, Tourist attraction","Tracy Aviary & Botanical Gardens, 589 E 1300 S, Salt Lake City, UT 84105",Salt-lake-city
546,Great Salt Lake State Park,State park,4.2,4067,"State park, Tourist attraction","Great Salt Lake State Park, 13312 W 1075 S, Magna, UT 84044",Salt-lake-city
547,Utah Olympic Park,Sports complex,4.6,3874,"Sports complex, Tourist attraction","Utah Olympic Park, 3419 Olympic Pkwy, Park City, UT 84098",Salt-lake-city
548,Utah State Capitol,State government office,4.7,3665,"State government office, Historical landmark, Tourist attraction","Utah State Capitol, 350 State St, Salt Lake City, UT 84103",Salt-lake-city
549,This Is The Place Heritage Park,Historical landmark,4.6,3206,"Historical landmark, Children's museum, Event venue, Horseback riding service, Local history museum, State park, Tourist attraction, Wedding venue","This Is The Place Heritage Park, 2601 Sunnyside Ave S, Salt Lake City, UT 84108",Salt-lake-city
550,Memory Grove Park,Park,4.8,3024,"Park, Tourist attraction","Memory Grove Park, 300 N Canyon Rd, Salt Lake City, UT 84103",Salt-lake-city
551,Red Butte Garden,Botanical garden,4.8,3005,"Botanical garden, Amphitheater, Arboretum, Event venue, Gift shop, Hiking area, Summer camp, Tourist attraction, Training centre, Wedding venue","Red Butte Garden, 300 Wakara Way, Salt Lake City, UT 84108",Salt-lake-city
552,Church History Museum,Historical landmark,4.8,2910,"Historical landmark, History museum, Religious organization","Church History Museum, 45 N W Temple St, Salt Lake City, UT 84150",Salt-lake-city
553,The Leonardo,Art museum,4.3,2489,"Art museum, Event venue, Museum, Science museum, Technology museum, Tourist attraction, Wedding venue","The Leonardo, 209 E 500 S, Salt Lake City, UT 84111",Salt-lake-city
554,Discovery Gateway Children's Museum,Children's museum,4.4,2201,"Children's museum, Tourist attraction","Discovery Gateway Children's Museum, 444 W 100 S, Salt Lake City, UT 84101",Salt-lake-city
555,Jordan Park,Park,4.5,2069,"Park, Skateboard park, Tourist attraction","Jordan Park, 1060 S 900 W, Salt Lake City, UT 84104",Salt-lake-city
556,Cathedral of the Madeleine,Catholic cathedral,4.8,2053,"Catholic cathedral, Cathedral, Catholic church, Tourist attraction","Cathedral of the Madeleine, 331 E S Temple St, Salt Lake City, UT 84111",Salt-lake-city
