,attraction_name,category,rating,reviews,categories,address,city
174,Zahedan Railway Station,Train station,3.9,20,Train station,"Sistan and Baluchestan Province, Zahedan, Motahhari Blvd, Zahedan Railway Station, Iran",Zahedan
175,Khatam Garden,Park,4.6,18,"Park, Tourist attraction","Khatam Garden, HRC3+M4M, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
176,Family Garden,Garden,3.9,13,Garden,"Family Garden, FRFW+PGH, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
177,khwh tyrndzy,Tourist attraction,3.5,4,Tourist attraction,"Zahedan, zhdn, stn systn w blwchstn,, FRWW+4QX khwh tyrndzy, Iran",Zahedan
178,tlb shyrbd,Tourist attraction,4.7,3,Tourist attraction,"Zahedan, GVXV+FM zhdn, stn systn w blwchstn,, GVXV+FMW tlb shyrbd, Iran",Zahedan
179,drwzh qran shhrstn zhdn,Tourist attraction,4.7,3,Tourist attraction,"HR3C+MP zhdn, stn systn w blwchstn,, drwzh qran shhrstn zhdn, Iran",Zahedan
180,khrwT abd,Tourist attraction,5,2,Tourist attraction,"khrwT abd, GW63+4W6, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
181,Tamin historic cemetery,Tourist attraction,4,2,Tourist attraction,"Tamin historic cemetery, M5V6+9MH, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
182,tkht jnkhn,Tourist attraction,5,2,Tourist attraction,"qnt Hjy brn, qnt Hjy brn,tkht jnkhn ,stn systn w blwchstn,, 6PG6+59Q tkht jnkhn, Iran",Zahedan
183,dhkhdh grdshgry bm zhdn,Tourist attraction,3,2,Tourist attraction,"dhkhdh grdshgry bm zhdn, FJVV+8F, klykh dwrbn, Sistan and Baluchestan Province, Iran",Zahedan
184,psdrn,Tourist attraction,5,1,Tourist attraction,"Sistan and Baluchestan Province, Zahedan, Pasdaran, FVQC+V9W psdrn, Iran",Zahedan
185,khshtrgh qdym,Tourist attraction,5,1,Tourist attraction,"Zahedan, stn systn w blwchstn, zhdn, zhdn,,, GV3J+HCR khshtrgh qdym, Iran",Zahedan
186,`thmn Hsn zhy,Tourist attraction,5,1,Tourist attraction,"`thmn Hsn zhy, 9PFG+JM, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
187,sd khkhy Gfwrabd,Tourist attraction,4,1,Tourist attraction,"sd khkhy Gfwrabd, HRMM+2F, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
188,khwh khrrkhWy,Tourist attraction,1,1,Tourist attraction,"khwh khrrkhWy, GVG7+3PW, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
189,Zahedan,,,,,"Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
190,Darak,Tourist attraction,,,Tourist attraction,"Darak, FVQ7+PHH, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
191,`bdljbr,Tourist attraction,,,Tourist attraction,"`bdljbr, FV2M+QMG, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
192,bG tfryHy Hjy,Tourist attraction,,,Tourist attraction,"bG tfryHy Hjy, CQ8X+6P, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
193,khd abd,Tourist attraction,,,Tourist attraction,"Zahedan, 15 khylwmtry, FV2M+QMG khd abd, Iran",Zahedan
194,khybn mSTfy,Tourist attraction,,,Tourist attraction,"khybn mSTfy, FVWF+34M, Zahedan, Iran",Zahedan
195,m`dn ms,Tourist attraction,,,Tourist attraction,"m`dn ms, FV2M+QMG, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
196,tfrjgh mjtm` srwrn,Tourist attraction,,,Tourist attraction,"khash, Zahedan, 9Q2R+XG5 tfrjgh mjtm` srwrn, Iran",Zahedan
197,Lakhshak E Paein,Tourist attraction,,,Tourist attraction,"Lakhshak E Paein, JPP5+PC9, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
198,azdgn shrqy,Tourist attraction,,,Tourist attraction,"Sistan and Baluchestan Province, Zahedan, Iqbal Lahori Blvd, CWW3+4H4 azdgn shrqy, Iran",Zahedan
199,sm`yl abd,Tourist attraction,,,Tourist attraction,"Zahedan, jdh chshmh zyrt, FV2M+QMG sm`yl abd, Iran",Zahedan
200,mHlh mwsy zhy,Tourist attraction,,,Tourist attraction,"mHlh mwsy zhy, GV8R+5FQ, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
201,mjtm` grdshgry Hjy khml sm`yl zhy,Tourist attraction,,,Tourist attraction,"mjtm` grdshgry Hjy khml sm`yl zhy, 9QH3+WW, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
202,tfrjgh ywb,Tourist attraction,,,Tourist attraction,"tfrjgh ywb, 7RXJ+CP6, Zahedan, Iran",Zahedan
203,blwr shhyd sphyn,Tourist attraction,,,Tourist attraction,"Zahedan, stn systn w blwchstn, zhdn, blwr mdr,, FVJG+FR6 blwr shhyd sphyn, Iran",Zahedan
204,zmyn mrt` mnTqh `bdlGny khmlzhy,Tourist attraction,,,Tourist attraction,"zmyn mrt` mnTqh `bdlGny khmlzhy, FQ4W+2M, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
205,rwdkhnh lr,Tourist attraction,,,Tourist attraction,"rwdkhnh lr, MWF3+C4J, Zahedan, Iran",Zahedan
206,drychh Hjt,Tourist attraction,,,Tourist attraction,"drychh Hjt, CV95+6V, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
207,sd brkhh nwkh abd (bnd),Tourist attraction,,,Tourist attraction,"sd brkhh nwkh abd (bnd), 7RQG+4P8, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
208,khybn,Tourist attraction,,,Tourist attraction,"khybn, FV5P+J43, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
209,dwrbn,Tourist attraction,,,Tourist attraction,"Zahedan, zhdn, stn systn w blwchstn,, FV2M+QMG dwrbn, Iran",Zahedan
210,plyzy blwch abd,Tourist attraction,,,Tourist attraction,"Sistan and Baluchestan Province, Zahedan, rwsty plyzy, plyzy blwch abd, blwch abd, Iran",Zahedan
211,rwsty `lm shh bkhsh,Tourist attraction,,,Tourist attraction,"rwsty `lm shh bkhsh, 7PXW+P3H, Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
212,mjtm` grdshgry HsWn,Tourist attraction,,,Tourist attraction,"Zahedan, jdh khlth, 9RR9+38H mjtm` grdshgry HsWn, Iran",Zahedan
213,rwsty shhmrd abd,Tourist attraction,,,Tourist attraction,"Zahedan, shahmorad abad, 8PMX+M37 rwsty shhmrd abd, Iran",Zahedan
214,mjtm` qmty tfryHy frhngy grdshgry w pdhyryy lby,Tourist attraction,,,Tourist attraction,"Zahedan, zhdn, stn systn w blwchstn, zhdn,, blwr bzrgmhr,, FR4V+7V6 mjtm` qmty tfryHy frhngy grdshgry w pdhyryy lby, Iran",Zahedan
215,rwsty Sfrabd zyrtgh,Tourist attraction,,,Tourist attraction,"Sistan and Baluchestan Province, Zahedan, jdh chshmh zyrt, FHWR+Q45 rwsty Sfrabd zyrtgh, rwsty Sfr abd, Iran",Zahedan
216,mHl brdsht khkh,Tourist attraction,,,Tourist attraction,"mHl brdsht khkh, FWX4+R37, Zahedan, Iran",Zahedan
217,zmyn h qwm gmshdzhy,Tourist attraction,,,Tourist attraction,"zmyn h qwm gmshdzhy, GPX9+J8, klykh dwrbn, Sistan and Baluchestan Province, Iran",Zahedan
218,mnTqh yzdh zyb shhr.blshhr,Tourist attraction,,,Tourist attraction,"mnTqh yzdh zyb shhr.blshhr, FV3P+V2Q, Zahedan, Iran",Zahedan
219,Shahrdari Park,Park,4.2,22,Park,"Shahrdari Park, MG22+HF8, Nowshahr, Mazandaran Province, Iran",Nowshahr
220,drychh frkhyn,Tourist attraction,4.3,3,Tourist attraction,"drychh frkhyn, GGJ5+VV, Lashkenar, Nowshahr, Mazandaran Province, Iran",Nowshahr
221,Motel Qu Beach,Tourist attraction,4.3,517,Tourist attraction,"Motel Qu Beach, Salman Shahr, Mazandaran Province, Iran",Nowshahr
222,Tangeh Daar,Tourist attraction,4.6,450,Tourist attraction,"Tangeh Daar, JFH2+CFG, Chalus, Mazandaran Province, Iran",Nowshahr
223,Radio Darya Beach,Public beach,4.1,401,"Public beach, Tourist attraction","Radio Darya Beach, MCJP+8W7, Chalus, Mazandaran Province, Iran",Nowshahr
224,Avidar Embankment Dam,Tourist attraction,4.3,396,Tourist attraction,"Avidar Embankment Dam, HR26+XGM, Molla Kala, Mazandaran Province, Iran",Nowshahr
225,Abbas abad Jungle,Tourist attraction,4.6,281,Tourist attraction,"Mazandaran Province, Kelardasht, Abbasabad - Kelardasht Rd, J44G+QJ7 Abbas abad Jungle, Iran",Nowshahr
226,Kouhsar Waterfall,Tourist attraction,4.4,252,Tourist attraction,"Kouhsar Waterfall, M2CH+X4W, Nashtarud, Mazandaran Province, Iran",Nowshahr
227,Danial Cave,Tourist attraction,4.3,218,"Tourist attraction, Park","Danial Cave, M56J+29G, Jisa, Mazandaran Province, Iran",Nowshahr
228,Noshahr Ecobiology and Botanical garden,Botanical garden,4.3,174,Botanical garden,"Noshahr Ecobiology and Botanical garden, Nowshahr, Iran",Nowshahr
229,Doryouk Swamp,Tourist attraction,4.6,163,"Tourist attraction, Nature preserve","Doryouk Swamp, H6W5+42M, Peyambur, Mazandaran Province, Iran",Nowshahr
230,sd dhwt,Tourist attraction,4.2,148,Tourist attraction,"sd dhwt, J9V7+F87, Sibdeh, Iran",Nowshahr
231,Bam-e Chalus,Apartment complex,4.1,62,"Apartment complex, Tourist attraction","Mazandaran Province, Chalus, Noshahr Beltway, JCVF+RJQ Bam-e Chalus, Iran",Nowshahr
232,Kheyrud Gorge,Tourist attraction,4.5,51,Tourist attraction,"Najjar Deh, mzndrn, njrdh, khnr rwdkhnh khyrwd,, JH45+495 Kheyrud Gorge, Iran",Nowshahr
233,Navid Park,Park,4.3,48,Park,"Navid Park, MF3R+QWQ, Nowshahr, Mazandaran Province, Iran",Nowshahr
234,Chalandar Waterfall,Tourist attraction,4.7,41,Tourist attraction,"HM8V+M2 chlndr, stn mzndrn,, Chalandar Waterfall, Iran",Nowshahr
235,tyl khnr,Tourist attraction,4.5,37,Tourist attraction,"tyl khnr, M62H+J7C, Kelarabad, Mazandaran Province, Iran",Nowshahr
236,tng dr,Tourist attraction,4.5,36,Tourist attraction,"tng dr, JCFX+X7Q, Chalus, Mazandaran Province, Iran",Nowshahr
237,jngl bndpy,Tourist attraction,4.5,36,Tourist attraction,"mazgah, stn mzndrn, jdh jngl bnd py,, JH2P+545 jngl bndpy, Iran",Nowshahr
238,Hali Dareh Waterfall,Tourist attraction,4.5,34,Tourist attraction,"Hali Dareh Waterfall, G9Q4+GR7, zrkh, Mazandaran Province, Iran",Nowshahr
239,Khormachal Forest Park,Tourist attraction,4.6,32,Tourist attraction,"Har Do Ab Rud, stn mzndrn, Kazemkela, jdh `bs abd - khlrdsht,, M473+G4P Khormachal Forest Park, Iran",Nowshahr
240,Darno Velerdeh Waterfall,Tourist attraction,4.6,29,Tourist attraction,"Mazandaran Province, Hasanabad, 59, GGP4+GWX Darno Velerdeh Waterfall, Iran",Nowshahr
241,Jingom Waterfall,Tourist attraction,4.2,26,Tourist attraction,"Jingom Waterfall, J55X+93P, Peyambur, Mazandaran Province, Iran",Nowshahr
242,abshr ab shrshr,Tourist attraction,3.8,22,Tourist attraction,"Sinava, chshmh,stn mzndrn,, J98P+RQ7 abshr ab shrshr, Iran",Nowshahr
243,Nowshahr Beach,Beach,4.2,21,Beach,"Nowshahr Beach, Nowshahr, Mazandaran Province, Iran",Nowshahr
244,sisangan forest,Tourist attraction,4.6,20,Tourist attraction,"Siangan, 1st Entrance,, HQMW+8RM sisangan forest, Iran",Nowshahr
245,Namakabrud,Tourist attraction,4.5,20,Tourist attraction,"Namakabrud, M8F2+HWF, Namakabrud, Mazandaran Province, Iran",Nowshahr
246,Alashoor waterfall,Tourist attraction,4.6,19,Tourist attraction,"Mazandaran Province, Unnamed Road, GJV5+J4R Alashoor waterfall, Iran",Nowshahr
247,abshr khyrwd nwshhr,Park,4.6,14,Park,"khybn yrn, mhr Grby, abshr khyrwd nwshhr, Iran",Nowshahr
248,tngh dr nwshhr,Tourist attraction,4.8,14,Tourist attraction,"khnykhn, tngh dr nwshhr, Iran",Nowshahr
249,sHl nwshhr,Tourist attraction,3.5,13,Tourist attraction,"sHl nwshhr, MF6J+WX5, Nowshahr, Mazandaran Province, Iran",Nowshahr
250,sHl rdyw dry,Tourist attraction,3.8,12,Tourist attraction,"sHl rdyw dry, MFF2+85M, Nowshahr, Mazandaran Province, Iran",Nowshahr
251,Avidar Dam,Tourist attraction,4.3,12,Tourist attraction,"Avidar Dam, HR28+WC8, Molla Kala, Mazandaran Province, Iran",Nowshahr
252,Vavezeh,Tourist attraction,4.4,10,Tourist attraction,"Vavezeh, J65C+7GX, Peyambur, Mazandaran Province, Iran",Nowshahr
253,wnwsh,Historical landmark,4.4,7,Historical landmark,"wnwsh, JFXQ+PFX, Nowshahr, Mazandaran Province, Iran",Nowshahr
254,mrdb hsl,Tourist attraction,4.9,7,Tourist attraction,"mrdb hsl, Iran",Nowshahr
255,shrw` pydh rwy abshr drnw,Tourist attraction,3.8,5,Tourist attraction,"shrw` pydh rwy abshr drnw, GGXH+2QF, Nowshahr, Mazandaran Province, Iran",Nowshahr
256,prkh sHly sysngn,Tourist attraction,4.2,5,Tourist attraction,"stn mzndrn,, Coastal Hwy, prkh sHly sysngn, Iran",Nowshahr
257,Nesum Forest Tourism Zone,Tourist attraction,4.8,5,Tourist attraction,"stn, mzndrn,yrn, Nesum Forest Tourism Zone, Iran",Nowshahr
258,sHl khwb nwshhr nzdykh dnshgh,Tourist attraction,4.5,4,Tourist attraction,"sHl khwb nwshhr nzdykh dnshgh, HQQ7+2W, Tooskatok, Mazandaran Province, Iran",Nowshahr
259,Masal,Tourist attraction,5,4,Tourist attraction,"Masal, C7GP+74J, Masal, Mazandaran Province, Iran",Nowshahr
260,Mianak,Tourist attraction,5,4,Tourist attraction,"Mianak, C77M+46M, Mianak, Mazandaran Province, Iran",Nowshahr
261,hsl khty,Tourist attraction,5,3,Tourist attraction,"Kuhpar-e-olya, Unnamed Road, CJF7+7HM hsl khty, Iran",Nowshahr
262,dsht rm,Tourist attraction,5,3,Tourist attraction,"dsht rm, G7CV+679, Kaleno, Mazandaran Province, Iran",Nowshahr
263,Nowshahr,Tourist attraction,4.5,2,Tourist attraction,"Nowshahr, MF6P+HR6, Nowshahr, Iran",Nowshahr
264,khnh qdymy aqy tymwr rwH nwz,Tourist attraction,4.5,2,Tourist attraction,"Mazandaran Province, Nowshahr, Neyrang - Sang-e-Tajan, JFFW+92V khnh qdymy aqy tymwr rwH nwz, Iran",Nowshahr
265,sHl dryy nwr,Tourist attraction,5,2,Tourist attraction,"sHl dryy nwr, H2H5+76G, Nur, Mazandaran Province, Iran",Nowshahr
266,tjkh (tejak(,Tourist attraction,5,2,Tourist attraction,"tjkh (tejak(, J9PM+X8, Sinava, Mazandaran Province, Iran",Nowshahr
267,wrwdy tngh khyrwd khnr,Tourist attraction,5,2,Tourist attraction,"wrwdy tngh khyrwd khnr, JH78+7F9, Najjar Deh, Mazandaran Province, Iran",Nowshahr
268,b bnd `bs,Tourist attraction,5,2,Tourist attraction,"b bnd `bs, GXRP+RXG, Abbasa, Mazandaran Province, Iran",Nowshahr
269,sHl wzywr,Tourist attraction,5,2,Tourist attraction,"sHl wzywr, HWC5+RH, Vazivar, Mazandaran Province, Iran",Nowshahr
270,sHl shry`t abd nwshhr,Tourist attraction,5,1,Tourist attraction,"sHl shry`t abd nwshhr, MFC6+5F, Nowshahr, Mazandaran Province, Iran",Nowshahr
271,sHl,Tourist attraction,5,1,Tourist attraction,"sHl, HMWJ+7PP, Nowshahr, Mazandaran Province, Iran",Nowshahr
272,pl mshlkh,Tourist attraction,5,1,Tourist attraction,"Mazandaran Province, Nowshahr, Imam Reza Blvd, JGX8+X42 pl mshlkh, Iran",Nowshahr
273,"kooshk sara,nowshahr,iran",Tourist attraction,5,1,Tourist attraction,"Valiasr Rd, kooshk sara,nowshahr,iran, Iran",Nowshahr
274,sbz chlkh,Tourist attraction,5,1,Tourist attraction,"sbz chlkh, C7W8+9MM, Marzanabad, Mazandaran Province, Iran",Nowshahr
275,mlkhr,Tourist attraction,5,1,Tourist attraction,"mlkhr, HPP4+PVR, Molkar, Mazandaran Province, Iran",Nowshahr
276,sama - kojur,Tourist attraction,5,1,Tourist attraction,"99JR+V37, Sama, Nowshahr, stn mzndrn,, sama - kojur, Iran",Nowshahr
277,Div Hamam,Tourist attraction,5,1,Tourist attraction,"Div Hamam, M843+86G, Namakabrud, Mazandaran Province, Iran",Nowshahr
278,jngl khdyr,Tourist attraction,5,1,Tourist attraction,"FQ62+28 khdyr, stn mzndrn,, jngl khdyr, Iran",Nowshahr
279,rwsty pymd,Tourist attraction,5,1,Tourist attraction,"rwsty pymd, FV2R+875, Peymod, Iran",Nowshahr
280,sry shwmjr,Tourist attraction,5,1,Tourist attraction,"sry shwmjr, 7FG4+88, Chetan, Mazandaran Province, Iran",Nowshahr
281,"wrwdy sHl `mwmy mlkhr, mzndrn",Tourist attraction,5,1,Tourist attraction,"wrwdy sHl `mwmy mlkhr, mzndrn, HPR4+4G6, Molkar, Mazandaran Province, Iran",Nowshahr
282,Divrak,Tourist attraction,5,1,Tourist attraction,"Divrak, H6W5+42, Peyambur, Mazandaran Province, Iran",Nowshahr
283,Bame Valasht,Tourist attraction,5,1,Tourist attraction,"Bame Valasht, G7X9+V87, Sarka, Mazandaran Province, Iran",Nowshahr
284,wrwdy jdh drychh awydr,Tourist attraction,4,1,Tourist attraction,"Mazandaran Province, Coastal Hwy, HRGH+CR6 wrwdy jdh drychh awydr, Iran",Nowshahr
285,Kiyakala,Tourist attraction,5,1,Tourist attraction,"Kiyakala, 9G9W+5G, Kiyakala, Mazandaran Province, Iran",Nowshahr
286,Nowshahr,,,,,"Nowshahr, Mazandaran Province, Iran",Nowshahr
287,Noshahr,,,,,"Noshahr, Mazandaran Province, Iran",Nowshahr
288,Now Deh,,,,,"Now Deh, Mazandaran Province, Iran",Nowshahr
289,Nowshahr,,,,,"Nowshahr, East Azerbaijan Province, Iran",Nowshahr
290,abshr dwm,Tourist attraction,,,Tourist attraction,"Mazandaran Province, Nowshahr, Shariati, JGX6+C5M abshr dwm, Iran",Nowshahr
291,plj nwshhr,Tourist attraction,,,Tourist attraction,"plj nwshhr, JFXQ+PFX, Nowshahr, Iran",Nowshahr
292,nwshhr,Tourist attraction,,,Tourist attraction,"nwshhr, JFXQ+P87, Nowshahr, Iran",Nowshahr
293,Now Shahr,,,,,"Now Shahr, Iran",Nowshahr
294,drzykhl,Tourist attraction,,,Tourist attraction,"drzykhl, JGHP+45C, Nowshahr, Mazandaran Province, Iran",Nowshahr
295,khndlws,Tourist attraction,,,Tourist attraction,"khndlws, 8HF9+JF4, Kojur, Mazandaran Province, Iran",Nowshahr
296,awydr.drb wrwd,Tourist attraction,,,Tourist attraction,"awydr.drb wrwd, JFXQ+PFX nwshhr,, Nowshahr, Mazandaran Province, Iran",Nowshahr
297,msdh,Tourist attraction,,,Tourist attraction,"msdh, M8F2+2X8, Namakabrud, Mazandaran Province, Iran",Nowshahr
298,strHtgh myrzyy sHl zyby khlrbd,Tourist attraction,,,Tourist attraction,"strHtgh myrzyy sHl zyby khlrbd, P727+G5M, Kelarabad, Iran",Nowshahr
299,whmnw,Tourist attraction,,,Tourist attraction,"whmnw, JH2J+3W, Band-e-Pey, Mazandaran Province, Iran",Nowshahr
300,mydn khmrbndy nwshhr,Town square,,,Town square,"mydn khmrbndy nwshhr, Iran",Nowshahr
301,nrwr,Tourist attraction,,,Tourist attraction,"nrwr, HPJP+VG9, Anarvar, Mazandaran Province, Iran",Nowshahr
302,Anna's House,Tourist attraction,,,Tourist attraction,"Anna's House, JGRR+MXJ, Nowshahr, Mazandaran Province, Iran",Nowshahr
303,bndr `ly,Tourist attraction,,,Tourist attraction,"bndr `ly, C8PG+GV7, Bandar-e Olya, Mazandaran Province, Iran",Nowshahr
304,shhrstn,Tourist attraction,,,Tourist attraction,"shhrstn, C6RM+4JQ, Shahrestan, Mazandaran Province, Iran",Nowshahr
305,jngl mwr khjwr,Tourist attraction,,,Tourist attraction,"jngl mwr khjwr, GP4X+RHV, Kojur, Mazandaran Province, Iran",Nowshahr
306,skhlh tfryHy nysyn,Tourist attraction,,,Tourist attraction,"skhlh tfryHy nysyn, HWPQ+8V, Royan, Mazandaran Province, Iran",Nowshahr
307,mlq chshmh,Tourist attraction,,,Tourist attraction,"mlq chshmh, H727+GG, Sarka, Mazandaran Province, Iran",Nowshahr
308,drychh khjwr,Tourist attraction,,,Tourist attraction,"drychh khjwr, 9PH6+QP, Kojur, Mazandaran Province, Iran",Nowshahr
309,srchshmh,Tourist attraction,,,Tourist attraction,"srchshmh, H9XM+22, Sar Cheshmeh, Mazandaran Province, Iran",Nowshahr
310,khlchn,Tourist attraction,,,Tourist attraction,"Mazandaran Province, Sibdeh, sybdh, khlchn, M9C7+527 khlchn, Iran",Nowshahr
311,rwsty khlykh,Tourist attraction,,,Tourist attraction,"rwsty khlykh, FMF5+MF, Keliyak, Mazandaran Province, Iran",Nowshahr
312,khwy bhr,Tourist attraction,,,Tourist attraction,"khwy bhr, JCQR+7C5, Chalus, Mazandaran Province, Iran",Nowshahr
313,Hsl m yd,Tourist attraction,,,Tourist attraction,"Hsl m yd, J96C+WX, Sinava Cheshme, Mazandaran Province, Iran",Nowshahr
314,nwn,Tourist attraction,,,Tourist attraction,"nwn, FH25+CC, Veysar, Mazandaran Province, Iran",Nowshahr
315,tfryHy grdshgry twrysty Thr,Tourist attraction,,,Tourist attraction,"Nowshahr, sytr,, MF6P+QW6 tfryHy grdshgry twrysty Thr, Iran",Nowshahr
316,myd nwyzy 09111964192,Tourist attraction,,,Tourist attraction,"Kelardasht, Rudbarak, frwd swry, F4JH+W28 myd nwyzy 09111964192, Iran",Nowshahr
317,rGwn,Tourist attraction,,,Tourist attraction,"rGwn, Iran",Nowshahr
318,Alborz St,Tourist attraction,,,Tourist attraction,"Alborz St, HVCF+HR9, Darya Bisheh, Mazandaran Province, Iran",Nowshahr
319,Astara Tourist Hotel,Hotel,3.6,131,Hotel,"stn gyln astr yrn, stn gyln, astr, khybn, Hakim nezami, Astara Tourist Hotel, Iran",Astara
320,Astara Esatis Hotel,Hotel,3.9,122,"Hotel, Restaurant","Astara Esatis Hotel, 9VM6+73H, Astara, Gilan Province, Iran",Astara
321,Maricel Astara Resort,Hotel,4.4,55,Hotel,"Maricel Astara Resort, Astara, Azerbaijan",Astara
322,Astara,,,,,"Astara, Azerbaijan",Astara
323,Astara Beach Bazaar,Bazar,3.7,934,Bazar,"Gilan Province, Astara, Mellat St, CVCG+RMW Astara Beach Bazaar, Iran",Astara
324,Laton Barzov Waterfall,Tourist attraction,4.7,312,Tourist attraction,"Laton Barzov Waterfall, 8PCG+CW6, Gilan Province, Iran",Astara
325,Estil Lagoon,Lake,4.4,209,Lake,"Estil Lagoon, Iran",Astara
326,Beach Park,Park,4.1,122,"Park, Tourist attraction","Beach Park, CVHJ+R9F, Astara, Gilan Province, Iran",Astara
327,Astara Bird Park,Bird watching area,3.6,79,"Bird watching area, Tourist attraction","Astara Bird Park, 9VW9+G5R, Astara, Gilan Province, Iran",Astara
328,Bibi Yanlu Forest Park,National forest,4.3,74,"National forest, Tourist attraction","Bibi Yanlu Forest Park, CQVP+GF4, Astara, Gilan Province, Iran",Astara
329,Astara boulevard,National park,4.6,56,National park,"FV3H+JW2 Astara boulevard, Astara, Azerbaijan",Astara
330,Astara Beach,Beach,4.5,41,Beach,"Astara Beach, Astara, Azerbaijan",Astara
331,Waterfall Lushki,Tourist attraction,4.8,39,Tourist attraction,"Waterfall Lushki, 6QMC+XC4, lwshkhy,drzkhry,sfydsngn,lmyr,stn, Gilan Province, Iran",Astara
332,bhsht khkhtws,Museum,4,29,"Museum, Tourist attraction","Gilan Province, Astara, khwchh 9, CVFG+937 bhsht khkhtws, Iran",Astara
333,drychh wyrmwny,Tourist attraction,5,7,Tourist attraction,"drychh wyrmwny, CRGG+P58, Astara, Iran",Astara
334,Astara Railway Station,Train station,3.5,4,Train station,"Astara Railway Station, Azerbaijan",Astara
335,bG `ly,Tourist attraction,5,1,Tourist attraction,"bG `ly, CRW6+W63, Astara, Gilan Province, Iran",Astara
336,sHl kysm,Tourist attraction,5,1,Tourist attraction,"CVVJ+8X sHl kysm, Aqsinin pipisi, Astara, Azerbaijan",Astara
337,sh rh nSyr ny zmyn khnm `nbrb,Tourist attraction,5,1,Tourist attraction,"sh rh nSyr ny zmyn khnm `nbrb, CVH3+9MR, Astara, Gilan Province, Iran",Astara
338,Astara,,,,,"Astara, Gilan Province, Iran",Astara
339,Astara,,,,,"Astara, Gilan Province, Iran",Astara
340,Astara,,,,,"Astara, Azerbaijan",Astara
341,Heyran,,,,,"Heyran, Gilan Province, Iran",Astara
342,Astara rayon m@d@niyy@t evi,Tourist attraction,,,Tourist attraction,"CVXG+GGF Astara rayon m@d@niyy@t evi, Astara, Azerbaijan",Astara
343,S@lal@ yolu,Tourist attraction,,,Tourist attraction,"FV9F+G47 S@lal@ yolu, Astara, Azerbaijan",Astara
344,KANKA,Tourist attraction,,,Tourist attraction,"FV9F+G47 KANKA, Astara, Azerbaijan",Astara
345,chmn mHlh,Tourist attraction,,,Tourist attraction,"chmn mHlh, 8RVX+QC4, Astara, Iran",Astara
346,shwndh khsh,Tourist attraction,,,Tourist attraction,"shwndh khsh, 8RWC+R46, Astara, Iran",Astara
347,Gdh dhy s`yd rskhy,Tourist attraction,,,Tourist attraction,"Gdh dhy s`yd rskhy, CVM7+9H3, Astara, Gilan Province, Iran",Astara
348,chmn mHlh (khnrwd),Tourist attraction,,,Tourist attraction,"chmn mHlh (khnrwd), 8VR2+M5V, Astara, Iran",Astara
349,zmyn brdrn shrTy,Tourist attraction,,,Tourist attraction,"zmyn brdrn shrTy, 9JW5+VC7, Astara, Gilan Province, Iran",Astara
350,mHlh shwndh khsh,Tourist attraction,,,Tourist attraction,"mHlh shwndh khsh, CVC9+XFP, Astara, Gilan Province, Iran",Astara
