,attraction_name,category,rating,reviews,categories,address,city
0,Meymand Rocky Village,Historical place,4.7,133,"Historical place, Tourist attraction","Meymand Rocky Village, 69JH+H2W, Meymand, Kerman Province, Iran",Meymand
1,mymnd,Tourist attraction,4.8,6,Tourist attraction,"mymnd, VQP7+J85, Meymand, Fars Province, Iran",Meymand
2,Hmm qdym mymnd,Tourist attraction,4.3,4,Tourist attraction,"Kerman Province, Meymand, jdh mymnd, Hmm qdym mymnd, Iran",Meymand
3,Park Meymand,Park,4,4,Park,"Park Meymand, 69HG+4CC, Meymand, Kerman Province, Iran",Meymand
4,shkhft,Tourist attraction,5,2,Tourist attraction,"shkhft, 7949+GGQ, Meymand, Kerman Province, Iran",Meymand
5,mymnd,Tourist attraction,5,1,Tourist attraction,"mymnd, 47V9+6G4, Meymand, Iran",Meymand
6,Dena Protected Area,National park,4.4,89,"National park, Tourist attraction","Kohgiluyeh and Boyer-Ahmad Province, 55, XCG3+8V2 Dena Protected Area, Iran",Yasouj
7,Khafr Waterfall,Tourist attraction,4.4,39,Tourist attraction,"Khafr, stn Sfhn,, XCVV+M6V Khafr Waterfall, Iran",Yasouj
8,Yasuj,,,,,"Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
9,Yasuj waterfall,Tourist attraction,4,593,Tourist attraction,"Yasuj waterfall, MJGH+H3P, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
10,Tang-e Tamoradi Waterfall,Tourist attraction,4.5,413,Tourist attraction,"Kohgiluyeh and Boyer-Ahmad Province, Baba Meydan-e Sofla, jdh yswj-bbmydn, GC79+CCG Tang-e Tamoradi Waterfall, Iran",Yasouj
11,Saheli Park,City park,4,172,"City park, Tourist attraction","Saheli Park, JJV4+GF8, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
12,tng mhryn,Tourist attraction,4.4,67,Tourist attraction,"Kohgiluyeh and Boyer-Ahmad Province, Yasuj, jdh yswj-qlyd, PH3J+477 tng mhryn, Iran",Yasouj
13,kuh gol Lake,Tourist attraction,4.5,37,Tourist attraction,"Kohgiluyeh and Boyer-Ahmad Province, khwh gl, RGPR+788 kuh gol Lake, Iran",Yasouj
14,tngh chytb,Tourist attraction,4.4,34,Tourist attraction,"tngh chytb, P8H3+GCV, Jowzar, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
15,prkh mhr wrzy,Park,4,29,"Park, Tourist attraction","Kohgiluyeh and Boyer-Ahmad Province, Yasuj, Jade Saheli Rd, JHWX+92V prkh mhr wrzy, Iran",Yasouj
16,chshmh nbty,Tourist attraction,3.9,16,Tourist attraction,"chshmh nbty, MJ82+QXQ, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
17,sd shh qsm,Tourist attraction,4.4,15,Tourist attraction,"Sarab-e Taveh, sd shh qsm,, HHF8+96Q sd shh qsm, Iran",Yasouj
18,sd chytb,Tourist attraction,4.6,14,Tourist attraction,"sd chytb, P8H3+XMF, Jowzar, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
19,Museum,Museum,4.2,12,"Museum, Tourist attraction","Kohgiluyeh and Boyer-Ahmad Province, Yasuj, glstn chhr, Golestan 4 St, MH7V+C9P Museum, Iran",Yasouj
20,Koh gol waterfall,Tourist attraction,4.7,7,Tourist attraction,"RGRR+V3 srsbz khwkhdn, stn khhgylwyh w bwyrHmd,, Koh gol waterfall, Iran",Yasouj
21,tng grdwh,Tourist attraction,4.8,4,Tourist attraction,"Grdavah, grdwh, stn khhgylwyh w bwyrHmd,, R8P2+CWR tng grdwh, Iran",Yasouj
22,dw ab tng mhryn,Tourist attraction,5,4,Tourist attraction,"dw ab tng mhryn, PJ58+CWJ, Cheshme Chenar, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
23,chshmh myshy,Tourist attraction,5,4,Tourist attraction,"chshmh myshy, MH7V+GW5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
24,Tang-e-Gojehsun,Tourist attraction,5,4,Tourist attraction,"Fars Province, Unnamed Road, G72G+HQC Tang-e-Gojehsun, Iran",Yasouj
25,yswj,Tourist attraction,5,3,Tourist attraction,"yswj, MH9H+3MC, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
26,jdh spydn bh yswj,Tourist attraction,4.3,3,Tourist attraction,"jdh spydn bh yswj, GV42+X2, Maregoon, Fars Province, Iran",Yasouj
27,tngh tngrys,Tourist attraction,4.7,3,Tourist attraction,"tkhsysh, sfly,, 4V2M+3R tngh tngrys, Iran",Yasouj
28,do -goush,Tourist attraction,4.5,2,Tourist attraction,"do -goush, MJGH+QV, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
29,rwd khrsn,Tourist attraction,5,2,Tourist attraction,"X763+6Q ptwh, stn khhgylwyh w bwyrHmd,, rwd khrsn, Iran",Yasouj
30,chshmh rywsy,Tourist attraction,3.5,2,Tourist attraction,"chshmh rywsy, GGHJ+94R, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
31,chrm,Tourist attraction,5,2,Tourist attraction,"chrm, QP2W+WP5, Choram, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
32,Tange Namak Waterfall abshr tngh nmkh,Tourist attraction,5,2,Tourist attraction,"Tange Namak Waterfall abshr tngh nmkh, RHQ2+HR, Green Kokhdan, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
33,khhkhlwn,Tourist attraction,5,1,Tourist attraction,"khhkhlwn, HJCW+6X, wzg mnSwrbd, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
34,prtmn khhw,Tourist attraction,5,1,Tourist attraction,"prtmn khhw, MH7F+26P, Yasuj, Iran",Yasouj
35,khwshkh,Tourist attraction,5,1,Tourist attraction,"FFFX+4X khwshkh, stn khhgylwyh w bwyrHmd,, khwshkh, Iran",Yasouj
36,mjtm` qmty frHzd,Tourist attraction,5,1,Tourist attraction,"PH3P+Q2 yswj, stn khhgylwyh w bwyrHmd,, mjtm` qmty frHzd, Iran",Yasouj
37,gl zrdwn,Tourist attraction,5,1,Tourist attraction,"gl zrdwn, FFXQ+3P, khwshkh, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
38,qSr grdshgry palace of tourism,Tourist attraction,1,1,Tourist attraction,"qSr grdshgry palace of tourism, MH7V+GW5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
39,mymnd,Tourist attraction,5,1,Tourist attraction,"mymnd, 47V9+6G4, Meymand, Iran",Yasouj
40,rwsty gwrab,Tourist attraction,5,1,Tourist attraction,"GC3R+5X khwshkh, stn khhgylwyh w bwyrHmd,, rwsty gwrab, Iran",Yasouj
41,dsht mrpych,Tourist attraction,5,1,Tourist attraction,"dsht mrpych, PPJ6+63, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
42,chshmh tgy,Tourist attraction,5,1,Tourist attraction,"Sisakht, stn khhgylwyh w bwyrHmd, drh bzkhsh bh pnhgh HwD dl,, VFJ4+54G chshmh tgy, Iran",Yasouj
43,khwrkhy,Tourist attraction,5,1,Tourist attraction,"khwrkhy, Q8PG+RMX, Chitab, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
44,bTrf rwsty twrysty mHmwdabd `ly,Tourist attraction,5,1,Tourist attraction,"MJ59+P7X,, Kohgiluyeh and Boyer-Ahmad Province, Yasuj, bTrf mHmwd abd `ly, MJ58+XPQ bTrf rwsty twrysty mHmwdabd `ly, Iran",Yasouj
45,prkh jngly((mkhtr)),Tourist attraction,5,1,Tourist attraction,"prkh jngly((mkhtr)), MG56+HMH, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
46,bG w tlr zytwn,Tourist attraction,5,1,Tourist attraction,"bG w tlr zytwn, PH4R+FXR, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
47,chhrttg qlndry,Tourist attraction,5,1,Tourist attraction,"Ab Murd-e Dam Ludab, grb lwdb, stn khhgylwyh w bwyrHmd,, XRQ3+J3P chhrttg qlndry, Iran",Yasouj
48,rwsty yylqy khrykh,Tourist attraction,5,1,Tourist attraction,"rwsty yylqy khrykh, RC68+G6F, Kareyak, Iran",Yasouj
49,tngh myrGlmy,Tourist attraction,5,1,Tourist attraction,"tngh myrGlmy, 97W7+G4, Bahrehana, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
50,dshtkh,Tourist attraction,5,1,Tourist attraction,"dshtkh, RPC6+8X, Shahid, Isfahan Province, Iran",Yasouj
51,chshmh shhnshyn,Tourist attraction,5,1,Tourist attraction,"stn frs,, bh Trf rwsty wtfrjgh srb syh, chshmh shhnshyn, Iran",Yasouj
52,Gr shhnyz,Tourist attraction,5,1,Tourist attraction,"Gr shhnyz, 3286+8X, Shahniz, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
53,llh hy wjgwn,Tourist attraction,5,1,Tourist attraction,"llh hy wjgwn, PXR3+9MP, Choram, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
54,shlyzr hy dsht bly chytb,Tourist attraction,5,1,Tourist attraction,"shlyzr hy dsht bly chytb, Q8XG+C6W, Chitab, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
55,pyrly,Tourist attraction,5,1,Tourist attraction,"pyrly, 8JG6+2M7, Pir-Ali, Fars Province, Iran",Yasouj
56,blydwn,Tourist attraction,5,1,Tourist attraction,"blydwn, 6H63+XQ, Showsani, Fars Province, Iran",Yasouj
57,Yasuj,,,,,"Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
58,tl gh,Tourist attraction,,,Tourist attraction,"tl gh, MH7V+GW5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
59,brd mshtw,Tourist attraction,,,Tourist attraction,"brd mshtw, 268H+V9W, Bag, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
60,syrngrwd,Tourist attraction,,,Tourist attraction,"syrngrwd, JGCF+V5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
61,bG jwd khdmy,Tourist attraction,,,Tourist attraction,"bG jwd khdmy, MJ3M+RX9, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
62,mlkh sydndrbkhrdSl bG tfryHy,Tourist attraction,,,Tourist attraction,"mlkh sydndrbkhrdSl bG tfryHy, PGGC+6PH, Yasuj, Iran",Yasouj
63,gr mrGy,Tourist attraction,,,Tourist attraction,"gr mrGy, Q9RJ+3CQ, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
64,wurd Hj drwysh mrdy,Tourist attraction,,,Tourist attraction,"wurd Hj drwysh mrdy, PPCC+376, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
65,grdnh rhmly,Tourist attraction,,,Tourist attraction,"grdnh rhmly, QCGC+5G9, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
66,dsht mkhtr,Tourist attraction,,,Tourist attraction,"dsht mkhtr, MG5H+R84, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
67,myshb,Tourist attraction,,,Tourist attraction,"Dehnow-e Yasuj, dhnw yswj, stn khhgylwyh w bwyrHmd,, JJMP+CM5 myshb, Iran",Yasouj
68,sqwh,Tourist attraction,,,Tourist attraction,"sqwh, X465+JF6, Qaleh-e Saqaveh, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
69,mlh dulgkhy,Tourist attraction,,,Tourist attraction,"mlh dulgkhy, QX8J+89, Darreh-ye Akhund, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
70,tfryHgh gwdsht (grywh),Tourist attraction,,,Tourist attraction,"tfryHgh gwdsht (grywh), X56X+G7, Choqeh-ye Sorkh-e Bahram Beygi, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
71,bG tfryHy grdshgry dngl,Tourist attraction,,,Tourist attraction,"bG tfryHy grdshgry dngl, GJ6G+G4, Tangari, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
72,jdh khwh phn,Tourist attraction,,,Tourist attraction,"jdh khwh phn, GC8H+C5X, Yasuj, Iran",Yasouj
73,ml dwmny(shml),Tourist attraction,,,Tourist attraction,"ml dwmny(shml), 269P+WW8, yswj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
74,khfh,Tourist attraction,,,Tourist attraction,"khfh, MH7V+GW5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
75,rwsty srkhwrkhy spydr,Tourist attraction,,,Tourist attraction,"rwsty srkhwrkhy spydr, H9PG+CH4, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
76,khwh syh,Tourist attraction,,,Tourist attraction,"khwh syh, QQX9+JW, Sheykh Hoseyn, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
77,chshmh grgwn,Tourist attraction,,,Tourist attraction,"chshmh grgwn, 265G+4M, Bag, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
78,mnTqh dly wzg mnSwrbd,Tourist attraction,,,Tourist attraction,"mnTqh dly wzg mnSwrbd, GMF8+XMW, Yasuj, Iran",Yasouj
79,drh rh,Tourist attraction,,,Tourist attraction,"drh rh, W89Q+RJ, Sar Asiab-e Karreh, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
80,tph bstny lyrh,Tourist attraction,,,Tourist attraction,"tph bstny lyrh, PPPP+C2, Karreh Shahbazi, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
81,mkhtr bd mokhtar abad,Tourist attraction,,,Tourist attraction,"mkhtr bd mokhtar abad, MH7V+GW5, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
82,khwh chldl,Tourist attraction,,,Tourist attraction,"dly khmsyr- chytb, khwh chldl, stn khhgylwyh w bwyrHmd,, Iran",Yasouj
83,shlyzr chytb,Tourist attraction,,,Tourist attraction,"Q8RJ+W3 chytb, stn khhgylwyh w bwyrHmd,, shlyzr chytb, Iran",Yasouj
84,gurgw blhzr,Tourist attraction,,,Tourist attraction,"gurgw blhzr, 9PCX+V8, Tang-e-Sorkh, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
85,khwh llh,Tourist attraction,,,Tourist attraction,"khwh llh, MJ9R+7P, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
86,drh gwwry rwsty khng. chshmh,Tourist attraction,,,Tourist attraction,"drh gwwry rwsty khng. chshmh, HR97+J83, yswj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
87,mjtm` bwm grdy `ly bb,Tourist attraction,,,Tourist attraction,"mjtm` bwm grdy `ly bb, H9FM+CGW, Sepidar, Iran",Yasouj
88,chh `ly,Tourist attraction,,,Tourist attraction,"chh `ly, Iran",Yasouj
89,rwsty rhmly,Tourist attraction,,,Tourist attraction,"rwsty rhmly, PRFW+R7J, Katal Vasili, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
90,mjtm` qmty bG wyl gl syb,Tourist attraction,,,Tourist attraction,"Kohgiluyeh and Boyer-Ahmad Province, Cheshmeh Mishi, VF5G+VMR mjtm` qmty bG wyl gl syb, Iran",Yasouj
91,srchshmh,Tourist attraction,,,Tourist attraction,"srchshmh, VWG8+JHJ, Heydarabad-e Olya, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
92,dshtkh sykht,Tourist attraction,,,Tourist attraction,"Kohgiluyeh and Boyer-Ahmad Province, Yasuj, sisakht, MH9Q+922 dshtkh sykht, Iran",Yasouj
93,bG tfryHy dnsh,Tourist attraction,,,Tourist attraction,"tngh, PH3J+477 bG tfryHy dnsh, Iran",Yasouj
94,tng nrmw,Tourist attraction,,,Tourist attraction,"tng nrmw, P765+9M9, Moradi Pereshkaft, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
95,chshmh fshr,Tourist attraction,,,Tourist attraction,"RFP6+VQ sy skht, stn khhgylwyh w bwyrHmd,, chshmh fshr, Iran",Yasouj
96,chshmh Sfr bg,Tourist attraction,,,Tourist attraction,"chshmh Sfr bg, JR53+M66, Yasuj, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
97,prwrsh mhy yzdy,Tourist attraction,,,Tourist attraction,"prwrsh mhy yzdy, RFJP+P2V, Kowkhdan, Iran",Yasouj
98,mrt` khh jshyr khkhjn mHmdy,Tourist attraction,,,Tourist attraction,"mrt` khh jshyr khkhjn mHmdy, 8QG2+3G6, spydn,, Fars Province, Iran",Yasouj
99,qblh tl srkh,Tourist attraction,,,Tourist attraction,"qblh tl srkh, PPC9+95, Karreh Shahbazi, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
100,tfrjgh shykh,Tourist attraction,,,Tourist attraction,"tfrjgh shykh, RFPQ+5G9, Kowkhdan, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
101,bG dnyl,Tourist attraction,,,Tourist attraction,"bG dnyl, RFJQ+5WV, Kowkhdan, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
102,abshr Twf shh,Tourist attraction,,,Tourist attraction,"abshr Twf shh, Iran",Yasouj
103,tng srp sdt mm zdh nwrldyn `,Tourist attraction,,,Tourist attraction,"tng srp sdt mm zdh nwrldyn `, 4QFM+R7R, Zir-e Tut, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
104,bG Hj lh yr `ly zdh,Tourist attraction,,,Tourist attraction,"bG Hj lh yr `ly zdh, MQ74+W76, Choram, Kohgiluyeh and Boyer-Ahmad Province, Iran",Yasouj
105,Alangdareh Park,National forest,4.6,683,"National forest, Tourist attraction","Golestan Province, Gorgan, Alangdareh Rd, No. Nahar Khoran, QCRX+XQP Alangdareh Park, Iran",Gorgan
106,sry trykhy rDqly njd,Tourist attraction,5,1,Tourist attraction,"RCVG+4V3 grgn,, grgn, stn glstn,, sry trykhy rDqly njd, Iran",Gorgan
107,Naharkhoran Park,Park,4.4,1251,"Park, Tourist attraction","Gorgan, blwr nhrkhwrn, QFM6+6R4 Naharkhoran Park, Iran",Gorgan
108,lngdrh,Tourist attraction,4.6,133,Tourist attraction,"Gorgan, stn glstn,, QFP2+9CQ lngdrh, Iran",Gorgan
109,Gorgan Palace Museum,Historical place museum,4.1,124,"Historical place museum, Tourist attraction","Gorgan Palace Museum, RCQM+FW2, Gorgan, Golestan Province, Iran",Gorgan
110,Jahan Nama Protected Area.,Nature preserve,4.6,122,"Nature preserve, Tourist attraction","Jahan Nama Protected Area., J88F+XWX, Hajiabad, Golestan Province, Iran",Gorgan
111,Gorgan Tower,Tourist attraction,3.8,68,Tourist attraction,"Gorgan Tower, R9VR+RGG, Gorgan, Golestan Province, Iran",Gorgan
112,Chale Bagh Park,Park,4.1,43,"Park, Tourist attraction","Golestan Province, Gorgan, Ghods Blvd, RCJM+RQ2 Chale Bagh Park, Iran",Gorgan
113,Gorgan Archaeological Museum,Archaeological museum,4.1,35,"Archaeological museum, Museum, Tourist attraction","Golestan Province, Gorgan, Shohada, No. st, Gorgan Archaeological Museum, Iran",Gorgan
114,Behesht baran,Tourist attraction,4.5,27,Tourist attraction,"Behesht baran, P87Q+RVH, Bala Ab Darreh, Golestan Province, Iran",Gorgan
115,Gorgan Gulf,Sea,4.1,18,Sea,"Gorgan Gulf, Iran",Gorgan
116,brkhh bG glbn,Tourist attraction,3.6,17,Tourist attraction,"brkhh bG glbn, QFQR+3C7, Jelin, Golestan Province, Iran",Gorgan
117,jdh twskhstn,Tourist attraction,4.9,14,Tourist attraction,"Golestan Province, jdh twskhstn,, jdh twskhstn, MHG7+VCQ jdh twskhstn, Iran",Gorgan
118,drychh twshn grgn glstn,Tourist attraction,4.1,12,Tourist attraction,"Toshan Road, drychh twshn grgn glstn, Iran",Gorgan
119,park vakili,Park,4.5,11,"Park, Tourist attraction","park vakili, VC3J+8GH, Gorgan, Golestan Province, Iran",Gorgan
120,rwsty zyrt,Tourist attraction,4,11,Tourist attraction,"Ziarat, zyrt, stn glstn,, PF5H+QPH rwsty zyrt, Iran",Gorgan
121,khnh trykhy tqwyh,Tourist attraction,5,7,Tourist attraction,"khnh trykhy tqwyh, RCVH+54C, Gorgan, Golestan Province, Iran",Gorgan
122,JahanNama,Tourist attraction,4.5,4,Tourist attraction,"Golestan Province, Tooskestan, kordkoy road,JahanNama area, to, M7RP+P54 JahanNama, Iran",Gorgan
123,grgn,Tourist attraction,4.3,4,Tourist attraction,", rwsty twshn,, Toshan Road, grgn, Iran",Gorgan
124,bm grgn,Tourist attraction,4.7,3,Tourist attraction,"bm grgn, RCJ4+67W, Gorgan, Golestan Province, Iran",Gorgan
125,yn lwkhyshn abshr rngw nyst,Tourist attraction,5,3,Tourist attraction,"yn lwkhyshn abshr rngw nyst, QC9C+CC, Gorgan, Golestan Province, Iran",Gorgan
126,abshr mSnw`y,Tourist attraction,4,3,Tourist attraction,"abshr mSnw`y, QFH7+QF, Gorgan, Golestan Province, Iran",Gorgan
127,"hzrpych, grgn",Tourist attraction,4,2,Tourist attraction,"hzrpych, grgn, R9HX+QJP, Gorgan, Iran",Gorgan
128,mydn nhrkhwrn,Tourist attraction,4,1,Tourist attraction,"mydn nhrkhwrn, QF9C+845, Gorgan, Iran",Gorgan
129,Gorgan Historical wall,Museum,5,1,Museum,"Gorgan Historical wall, GJHX+VHJ, Korok Chotor, Golestan Province, Iran",Gorgan
130,Gorgan,,,,,"Gorgan, Golestan Province, Iran",Gorgan
131,Gorgan,,,,,"Gorgan, Iran",Gorgan
132,Gorgan County,,,,,"Gorgan County, Gorgan, Golestan Province, Iran",Gorgan
133,Gorgan,,,,,"Gorgan, Kermanshah Province, Iran",Gorgan
134,grgn,Tourist attraction,,,Tourist attraction,"grgn, QFM4+XX7, Gorgan, Iran",Gorgan
135,chnr sbzh mshhd,Tourist attraction,,,Tourist attraction,"chnr sbzh mshhd, RCWG+7JQ, Gorgan, Golestan Province, Iran",Gorgan
136,nkhl dw sr,Tourist attraction,,,Tourist attraction,"nkhl dw sr, RCQR+RWV, Gorgan, Golestan Province, Iran",Gorgan
137,ab nbr drbnw,Tourist attraction,,,Tourist attraction,"Gorgan, Golshan St, No. plkh 14, ab nbr drbnw, Iran",Gorgan
138,tph Tlqny,Tourist attraction,,,Tourist attraction,"tph Tlqny, RFG4+RCW, Gorgan, Iran",Gorgan
139,gwtkhth,Tourist attraction,,,Tourist attraction,"gwtkhth, HG53+V77, Gorgan, Iran",Gorgan
140,14 mtry mlkh,Tourist attraction,,,Tourist attraction,"14 mtry mlkh, RFPJ+3GQ, Gorgan, Iran",Gorgan
141,nymkht symny ywns,Tourist attraction,,,Tourist attraction,"Golestan Province, Gorgan, Jam Jam, RCFR+CF9 nymkht symny ywns, Iran",Gorgan
142,nwrwzkh,Tourist attraction,,,Tourist attraction,"nwrwzkh, HGHF+758, Gorgan, Iran",Gorgan
143,jngl lngdrh,Tourist attraction,,,Tourist attraction,"jngl lngdrh, QFV4+C3H, Gorgan, Golestan Province, Iran",Gorgan
144,jdh jngl glstn,Tourist attraction,,,Tourist attraction,"Golestan Province, Gorgan - Bojnord Rd, 9RQJ+W99 jdh jngl glstn, Iran",Gorgan
145,mnTqh mskhwny zyby Tby`t,Tourist attraction,,,Tourist attraction,"mnTqh mskhwny zyby Tby`t, RFMC+4Q, Gorgan, Golestan Province, Iran",Gorgan
146,mnrh trykhy msjd jm` grgn,Tourist attraction,,,Tourist attraction,"mnrh trykhy msjd jm` grgn, RCRJ+R78, Gorgan, Golestan Province, Iran",Gorgan
147,khwy `rfn,Tourist attraction,,,Tourist attraction,"khwy `rfn, RCM7+58V, Gorgan, Golestan Province, Iran",Gorgan
148,pyyn drsyw,Tourist attraction,,,Tourist attraction,"pyyn drsyw, HF8X+GFG, Gorgan, Iran",Gorgan
149,j nrymny,Tourist attraction,,,Tourist attraction,"j nrymny, VC6X+HF4, Gorgan, Iran",Gorgan
150,Gorgan,Tourist attraction,,,Tourist attraction,"Gorgan, MM38+H94, Isfahan, Isfahan Province, Iran",Gorgan
151,Gorgan Artificial Waterflow abshr mSnw`y nhrkhwrn,Tourist attraction,,,Tourist attraction,"Gorgan, Nahar Khoran Blvd, QFM6+6P4 Gorgan Artificial Waterflow abshr mSnw`y nhrkhwrn, Iran",Gorgan
152,Sueh Chaleh,Tourist attraction,4.7,1579,Tourist attraction,"Sueh Chaleh, 7WVX+Q8W, Masal, Gilan Province, Iran",Masouleh
153,Masuleh Tourism Village,Tourist attraction,4.6,914,Tourist attraction,"Gilan Province, Masuleh, Masole-Gilavan Rd, 5X3Q+JX9 Masuleh Tourism Village, Iran",Masouleh
154,Olsabelangah,Tourist attraction,4.7,885,Tourist attraction,"Olsabelangah, 8X66+25X, Tanian, Gilan Province, Iran",Masouleh
155,Masouleh Waterfall,Scenic spot,4.5,713,"Scenic spot, Historical landmark, Tourist attraction","Masouleh Waterfall, 5X3J+7WQ, Masuleh, Gilan Province, Iran",Masouleh
156,Zomorrod Waterfall,Landmark,4.6,520,"Landmark, Tourist attraction","Zomorrod Waterfall, 4R79+WPV, Zomori, Gilan Province, Iran",Masouleh
157,Gasht Rodkan Protected Area,National park,4.5,303,"National park, Tourist attraction","Gasht Rodkan Protected Area, 357H+J9Q, Gilan Province, Iran",Masouleh
158,jdh mswlh - mjln,Tourist attraction,4.8,5,Tourist attraction,"Gilan Province, Masuleh - Majelan Rd, 5WG9+J2X jdh mswlh - mjln, Iran",Masouleh
159,chshmh lnzh khwny,Tourist attraction,4.8,4,Tourist attraction,"chshmh lnzh khwny, 5X3Q+VC3, Masuleh, Gilan Province, Iran",Masouleh
160,khrwbn,Tourist attraction,5,1,Tourist attraction,"khrwbn, 5X5Q+J27, Masuleh, Gilan Province, Iran",Masouleh
161,mwlwd,Tourist attraction,5,1,Tourist attraction,"mwlwd, XX8C+W4, Guzh, Iran",Masouleh
162,chshmh,Tourist attraction,5,1,Tourist attraction,"chshmh, 24CF+Q8, Aziz Khani, Iran",Masouleh
163,chmlwgbyn,Tourist attraction,5,1,Tourist attraction,"chmlwgbyn, 5Q8W+P84, Chamloogabin, Iran",Masouleh
164,Masuleh,,,,,"Masuleh, Gilan Province, Iran",Masouleh
165,Cave,Tourist attraction,,,Tourist attraction,"Cave, 52Q8+XH7, Masuleh, Iran",Masouleh
166,grdswy'h,Tourist attraction,,,Tourist attraction,"Masuleh, mswlh, gyln,, 5X3Q+XQ8 grdswy'h, Iran",Masouleh
167,Great Museum of Zahedan,Museum,4.4,151,"Museum, Tourist attraction","Sistan and Baluchestan Province, Zahedan, Motahhari Blvd, FVMF+W6M Great Museum of Zahedan, Iran",Zahedan
168,Post and Telecommunications Museum of Zahedan,Museum,4,25,"Museum, Tourist attraction","Sistan and Baluchestan Province, Zahedan, Taleqani St, FVW9+XWJ Post and Telecommunications Museum of Zahedan, Iran",Zahedan
169,Zahedankohne Archaeological Site,Historical landmark,5,2,Historical landmark,"Sistan and Baluchestan Province, Unnamed Road, XMGM+CX5 Zahedankohne Archaeological Site, Iran",Zahedan
170,Zahedan,,,,,"Zahedan, Sistan and Baluchestan Province, Iran",Zahedan
171,Rasouli Market,Market,4,420,Market,"Zahedan, Molavi Hossein Bor St, FVQH+XCV Rasouli Market, tqT` jmy w mwlwy Hsyn br, Iran",Zahedan
172,Taftan,Volcano,4.5,153,Volcano,"Taftan, Iran",Zahedan
173,Zahedan International Airport,International airport,3.5,51,International airport,"Zahedan, Shohada Entezami Blvd, FWG2+467 Zahedan International Airport, Iran",Zahedan
